apartment_id,apartment_name,gu,legal_dong,household_count,elementary_school_name,primary_market,fallback_level,fallback_market_name,school_premium_core_score,estimated_school_premium_pct,school_premium_confidence,representative_area_m2,recent_6m_market_price,recent_12m_market_price,transaction_count_6m,transaction_count_12m,comparable_apartment_count,comparable_transaction_count,local_fair_price_per_m2,local_fair_total_price,fair_price_lower,fair_price_upper,prediction_interval_width_pct,selected_model_type,local_model_rmse,local_model_mae,recent_local_residual,residual_volatility,model_confidence,low_sample_flag,fallback_flag,data_quality_flag
A60883003,신대연코오롱하늘채,남구,용당동,712.0,석포초등학교,남구|용당동,1,남구|문현동;남구|용당동,45.4014348785872,-1.931971445129399,B,84.6588,3743263.055908758,3838939.3660198343,10,22,8,1552,3711029.2588594183,314171283.81992775,2313797.7174953944,5952006.113575958,98.03771790251969,F_S,0.24103013177016724,0.1824645800248972,0.039130109240278266,0.10449301847395986,MEDIUM,True,True,OK
A60883203,용호동일신님(林)Ⅱ,남구,용호동,710.0,용호초등학교,남구|용호동,0,남구|용호동,50.4907284768212,0.2084016529988908,B,84.975,4499047.984468947,4375234.373424238,9,28,8,3746,5323788.90023234,452388961.79724306,3764173.5766779403,7529601.830755864,70.72835389685706,F_S,0.17686577221442845,0.13696562015300429,-0.22090677097345424,0.1300723270140824,HIGH,False,False,OK
A60931004,구서동쌍용예가2단지,금정구,구서동,809.0,장서초등학교,금정구|구서동,0,금정구|구서동,68.62759381898455,8.223137901907073,B,132.3946,6428516.262101738,6420201.428154925,8,23,6,1376,6410090.60322018,848661381.3770944,4553405.120569018,9023853.677301833,69.74080139346293,F_S,0.17448881341112957,0.134339593052308,-0.030798925811192035,0.11856906603580844,HIGH,False,False,OK
A60931207,구서동롯데캐슬골드2단지(1049),금정구,구서동,1926.0,두실초등학교,금정구|구서동,0,금정구|구서동,72.37748344370861,9.958561114440824,B,84.98,5648387.85596611,5648387.85596611,28,65,6,1193,5874091.990444842,499180337.3480027,4172658.735049437,8269297.563774873,69.74080139346268,F_S,0.17448881341112957,0.134339593052308,-0.0540044647920066,0.14410576612883846,HIGH,False,False,OK
A60932003,부곡동푸르지오,금정구,부곡동,540.0,현곡초등학교,금정구|부곡동,0,금정구|부곡동,62.96931567328919,5.656231160664249,B,84.81,4946350.666195024,4946350.666195024,12,24,7,1701,5885207.174643387,499124420.4815057,4072039.1146736788,8505729.565235179,75.33618306020227,F_S,0.18790717294566386,0.15209750210088355,-0.14781148734306715,0.10573511963889545,HIGH,False,False,OK
A60939002,장전동금정산SKVIEW,금정구,장전동,1306.0,금빛초등학교,금정구|장전동,0,금정구|장전동,60.48051876379692,4.54654129164298,B,84.997,6782592.3267880045,6576702.70715437,26,53,4,1735,6480881.577716247,550855491.4611479,5217024.042381065,8050916.707144804,43.72696261736594,F_S,0.11067827273282088,0.08357746518481499,0.012828213385816412,0.12340418984408914,MEDIUM,False,False,OK
A60939003,벽산블루밍장전디자인시티2단지,금정구,장전동,1539.0,금빛초등학교,금정구|장전동,0,금정구|장전동,60.48051876379692,4.54654129164298,B,84.99,6000705.965407696,5937360.843105239,41,89,4,1527,5952614.887327661,505912739.2739779,4791776.33626305,7394674.022800576,43.726962617365935,F_S,0.11067827273282088,0.08357746518481499,-0.0264549654106645,0.1178107063983388,MEDIUM,False,False,OK
A60939004,금정산쌍용예가,금정구,장전동,514.0,장전초등학교,금정구|장전동,0,금정구|장전동,29.61887417218544,-8.283154328757059,B,84.9024,5878808.038631856,5892057.506481263,12,35,4,1885,6062610.447763087,514730177.2801607,4880321.309113645,7531316.713243531,43.72696261736593,F_S,0.11067827273282088,0.08357746518481499,-0.044231819299723085,0.1044134156552386,MEDIUM,False,False,OK
A60939005,금정산2차쌍용예가,금정구,장전동,565.0,장전초등학교,금정구|장전동,0,금정구|장전동,29.61887417218544,-8.28315432875707,B,84.964,6449328.67753225,6337978.437926652,7,30,4,1852,6043910.71818376,513514830.25976497,4865268.273869672,7508086.854236857,43.72696261736593,F_S,0.11067827273282088,0.08357746518481499,0.0236779209967235,0.08967810097828177,MEDIUM,False,False,OK
A60970301,대우,금정구,부곡동,1270.0,부곡초등학교,금정구|부곡동,0,금정구|부곡동,65.36490066225166,6.735483935817577,B,84.95,5414185.165132647,5304532.331559359,15,43,7,1525,5235999.215967638,444798133.3964509,3622845.038265436,7567446.992637572,75.33618306020227,F_S,0.18790717294566386,0.15209750210088355,0.044031586339158935,0.14441254477171983,HIGH,False,False,OK
A60971101,구서동롯데캐슬골드1단지(1051),금정구,구서동,1728.0,두실초등학교,금정구|구서동,0,금정구|구서동,72.37748344370861,9.9585611144408,B,84.98,5927006.626516677,6016042.780748663,32,81,6,1212,5334092.003715148,453291138.4757133,3789069.975251414,7509108.485706969,69.74080139346268,F_S,0.17448881341112957,0.134339593052308,0.08199542468552856,0.1431675268264655,HIGH,False,False,OK
A60975204,선경1,금정구,구서동,616.0,구서초등학교,금정구|구서동,0,금정구|구서동,66.87472406181016,7.421342152450361,B,85.0,4253974.188545475,4693440.722361339,4,14,6,1499,5223720.619643696,444016252.66971415,3710667.709744781,7353732.332439849,69.74080139346269,F_S,0.17448881341112957,0.134339593052308,-0.1118945847440882,0.22530066757553915,HIGH,False,False,OK
A60975303,경남한신,금정구,부곡동,1408.0,금양초등학교,금정구|부곡동,0,금정구|부곡동,37.02941501103752,-5.35393851055116,B,72.47,4150691.781963661,4234039.006501083,34,61,7,1522,4423344.401998127,320559768.8128042,3060560.29772659,6392939.13379911,75.3361830602023,F_S,0.18790717294566386,0.15209750210088355,-0.0664637198767668,0.1372936163650363,HIGH,False,False,OK
A60975404,뉴그린1,금정구,부곡동,990.0,서동초등학교,금정구|부곡동,0,금정구|부곡동,52.94050772626932,1.2552832680640114,B,57.15,2313296.903460838,2497746.893084148,9,16,7,1632,3299011.4893709975,188538506.61755252,2282622.07698586,4767971.4117955,75.33618306020227,F_S,0.18790717294566386,0.15209750210088355,-0.27948891819244004,0.24266262269808642,HIGH,False,False,OK
A60975502,에스케이아파트,금정구,부곡동,1084.0,금양초등학교,금정구|부곡동,0,금정구|부곡동,37.02941501103752,-5.3539385105511705,B,59.91,5015632.053232575,5257886.830245368,11,30,7,1599,5156584.232059341,308930961.3426751,3567896.943632665,7452670.680350416,75.33618306020229,F_S,0.18790717294566386,0.15209750210088355,0.05971007203984868,0.13636805744451574,HIGH,False,False,OK
A60976105,선경3,금정구,구서동,795.0,남산초등학교,금정구|구서동,0,금정구|구서동,60.11037527593818,4.382502486431306,B,84.96,3183211.5067201136,3146179.47288223,3,10,6,1426,3547425.62117119,301389280.7747043,2519912.2739644353,4993915.331006245,69.74080139346268,F_S,0.17448881341112957,0.134339593052308,-0.03873783264212882,0.1797034986993941,HIGH,False,False,OK
A60976501,부곡시영,금정구,부곡동,553.0,동현초등학교,금정구|부곡동,0,금정구|부곡동,49.04194260485652,,B,,,,0,0,8,1870,,,,,,INSUFFICIENT_FEATURES,,,,,LOW,False,False,INSUFFICIENT_MODEL_FEATURES
A60976502,부곡늘푸른아파트,금정구,부곡동,885.0,동현초등학교,금정구|부곡동,0,금정구|부곡동,49.04194260485652,-0.4056177952864392,B,45.72,2140044.512925869,2361813.274459261,11,26,7,1662,2808242.0706699966,128392827.47103223,1943053.3566447215,4058675.743778285,75.33618306020229,F_S,0.18790717294566386,0.15209750210088355,-0.23595634731605752,0.23130909769906027,HIGH,False,False,OK
A60976902,경동,금정구,청룡동,612.0,청룡초등학교,금정구|청룡동,1,금정구|구서동;금정구|청룡동,50.54679911699779,0.232241258076038,B,84.62,2481682.8173008743,2570314.3464901918,7,14,7,1576,3365398.068961858,284779984.59555244,2098299.373910255,5397658.839055926,98.03771790251967,F_S,0.24103013177016724,0.1824645800248972,-0.25555505443530446,0.14567685146606804,MEDIUM,True,True,OK
A60980506,구서우성,금정구,구서동,1118.0,구서초등학교,금정구|구서동,0,금정구|구서동,66.87472406181016,7.421342152450339,B,84.97,2659762.2690361305,2706837.7074261503,9,21,6,1363,3607077.7223560554,306493394.06859404,2562286.11854807,5077891.029004243,69.74080139346266,F_S,0.17448881341112957,0.134339593052308,-0.29121188855543245,0.21352983781426788,HIGH,False,False,OK
A60982103,우신뉴타운,금정구,부곡동,552.0,부곡초등학교,금정구|부곡동,0,금정구|부곡동,65.36490066225166,6.735483935817554,B,59.82,3741992.346085876,4055457.5828345176,2,16,7,1726,3449190.972308366,206330603.96348646,2386532.9012941797,4985021.726288381,75.33618306020227,F_S,0.18790717294566386,0.15209750210088355,0.20968327708609724,0.13006905865619317,HIGH,False,False,OK
A61175110,주공,연제구,연산동,2038.0,토현초등학교,연제구|연산동,0,연제구|연산동,46.31578366445916,-1.5508269283849851,B,75.24,5685510.071474983,5880532.342927885,13,31,15,4935,5649555.364508793,425072545.6256415,3810217.204336693,8376812.68677345,80.8310599295066,F_S,0.20096461683091077,0.15630766932821155,0.008199445634058833,0.19304030745455159,HIGH,False,False,OK
A61175209,한양(1차),연제구,연산동,1452.0,연천초등학교,연제구|연산동,0,연제구|연산동,69.14166666666668,8.459417486960707,B,62.94,4559898.315856371,4796443.612540945,17,41,15,5099,4480687.501353422,282014471.3351844,3021900.221062366,6643687.420535262,80.8310599295066,F_S,0.20096461683091077,0.15630766932821155,0.033497442172652825,0.23395358870539024,HIGH,False,False,OK
A61175804,현대,연제구,거제동,618.0,연제초등학교,연제구|거제동,0,연제구|거제동,44.049558498896246,-2.4927964914782663,B,84.96,5355464.6285138,5284839.924670434,8,17,9,2526,5457645.989360652,463681603.2560809,3609457.1851118873,8252182.590790613,85.06827695914016,F_S,0.21094906250335377,0.16623876246036565,-0.03652207665653151,0.1611945324493309,HIGH,False,False,OK
A61175901,연산자이,연제구,연산동,1598.0,연동초등학교,연제구|연산동,0,연제구|연산동,73.0110927152318,10.254527335247989,B,84.867,6951371.165357443,6791969.647573554,24,77,15,4810,5441664.016153735,461817700.0589191,3670009.499300057,8068564.201359678,80.8310599295066,F_S,0.20096461683091077,0.15630766932821155,0.2322870214539634,0.1442793261871936,HIGH,False,False,OK
A61176308,선경,연제구,연산동,576.0,토현초등학교,연제구|연산동,0,연제구|연산동,46.31578366445916,-1.550826928384963,B,134.62,4271386.430678466,3900120.4745883634,5,10,15,5210,4003568.054470183,538960331.492776,2700117.601414353,5936244.094841728,80.8310599295066,F_S,0.20096461683091077,0.15630766932821155,-0.07197921815117603,0.16319458178225776,HIGH,False,False,OK
A61176411,연산엘지,연제구,연산동,2302.0,연천초등학교,연제구|연산동,0,연제구|연산동,69.14166666666668,8.459417486960685,B,84.99,3846401.2858249694,3859277.5620661257,32,71,15,4642,5499692.77723573,467418889.1372646,3709145.7090644483,8154605.6737706065,80.8310599295066,F_S,0.20096461683091077,0.15630766932821155,-0.30571958377619524,0.15142595645961973,HIGH,False,False,OK
A61176513,거제1차현대홈타운,연제구,거제동,1127.0,남문초등학교,연제구|거제동,0,연제구|거제동,89.40375275938192,18.194926423582803,B,59.93,8324502.531496526,7925913.565826798,27,73,9,2204,7374781.8677838845,441970677.3362882,4877370.106671896,11150969.971090741,85.06827695914018,F_S,0.21094906250335377,0.16623876246036565,0.08535608031739628,0.1543686713732493,HIGH,False,False,OK
A61176612,거제2차현대홈타운,연제구,거제동,1110.0,남문초등학교,연제구|거제동,0,연제구|거제동,89.40375275938192,18.194926423582803,B,59.676,9407793.004945878,9132649.641396876,35,76,9,2224,7640087.4268442495,455929857.2843574,5052832.028948892,11552122.761137204,85.06827695914018,F_S,0.21094906250335377,0.16623876246036565,0.23549287875022085,0.16111001217506546,HIGH,False,False,OK
A61176709,쌍용,연제구,거제동,502.0,남문초등학교,연제구|거제동,0,연제구|거제동,89.40375275938192,18.194926423582803,B,59.991,8834658.53211315,8791234.656529874,15,33,9,2459,7344958.109928665,440631381.9727305,4857645.929382381,11105875.236869326,85.06827695914019,F_S,0.21094906250335377,0.16623876246036565,0.24355875188458675,0.15425829847815406,HIGH,False,False,OK
A61176911,거제동롯데캐슬,연제구,거제동,540.0,연서초등학교,연제구|거제동,0,연제구|거제동,38.8735651214128,-4.6105659291555305,B,84.937,5021368.779212829,4827107.150005298,14,32,9,2446,6661739.951618987,565828206.270662,4405794.216149755,10072821.608490687,85.06827695914019,F_S,0.21094906250335377,0.16623876246036565,-0.2998353749858502,0.13277195744847387,HIGH,False,False,OK
A61177214,거제동월드메르디앙,연제구,거제동,1156.0,연서초등학교,연제구|거제동,0,연제구|거제동,38.8735651214128,-4.610565929155519,B,84.9953,7157248.675173661,6889071.812391143,15,43,9,2346,5909145.267411376,502249574.74721014,3908059.7907792307,8934867.852778649,85.0682769591399,F_S,0.21094906250335377,0.16623876246036565,0.22878445141564363,0.12894624824084697,HIGH,False,False,OK
A61180503,유림아시아드,연제구,거제동,1330.0,거제초등학교,연제구|거제동,0,연제구|거제동,79.81103752759383,13.481452234165236,B,84.9706,3824852.360698877,3824852.360698877,29,61,9,2333,6033970.716469176,512710112.1608158,3990614.085225008,9123609.005944422,85.06827695914016,F_S,0.21094906250335377,0.16623876246036565,-0.413814877323075,0.1794996176550812,HIGH,False,False,OK
A61201007,롯데캐슬마린,해운대구,중동,792.0,해운대초등학교,해운대구|중동,0,해운대구|중동,81.58217439293598,14.337341114040411,B,84.9702,8591247.28434204,8179338.1679694755,13,46,4,1155,7952209.103207448,675700797.9413575,5935272.698051726,10654544.927968241,59.34542425466455,F_S,0.14925346440726325,0.10914872132753231,0.035768764778013384,0.11681773783179242,MEDIUM,False,False,OK
A61202004,대우트럼프월드센텀,해운대구,우동,564.0,강동초등학교,해운대구|우동,0,해운대구|우동,65.61307947019867,6.847921108681909,B,97.58,16829469.22443215,17122686.66362746,4,30,18,3826,10001659.254787777,975961910.0821912,6012580.761998993,16637312.962366644,106.22969579054207,F_S,0.2596412943969097,0.2081108828451275,0.5144252748630631,0.12927752169826462,MEDIUM,False,False,OK
A61202007,해운대두산위브더제니스,해운대구,우동,1788.0,해원초등학교,해운대구|우동,0,해운대구|우동,76.8108719646799,12.046237162333128,B,127.6584,14118215.761108208,14002467.749918887,24,53,18,3417,12589101.413686758,1607104543.9089897,7568043.165893022,20941407.300415296,106.22969579054207,F_S,0.2596412943969097,0.2081108828451275,0.11458901478780348,0.19109920979485778,MEDIUM,False,False,OK
A61202008,쌍용예가,남구,용호동,773.0,백운초등학교,남구|용호동,0,남구|용호동,24.534823399558498,-10.240158018244928,B,59.992,4502709.129993212,4502709.129993212,17,32,8,3672,4078182.682125361,244658335.46606466,2883470.3592871446,5767901.839261107,70.72835389685706,F_S,0.17686577221442845,0.13696562015300429,0.1188031069755775,0.11976606019822471,HIGH,False,False,OK
A61202009,해운대자이1단지,해운대구,우동,1059.0,해림초등학교,해운대구|우동,0,해운대구|우동,72.85044150110376,10.179409993571674,B,84.5368,13334075.018310647,12420626.283464717,12,63,18,3639,10855153.32344057,917659925.4730308,6525665.829879655,18057062.182967488,106.22969579054204,F_S,0.2596412943969097,0.2081108828451275,0.06146529069724238,0.12710128277452692,MEDIUM,False,False,OK
A61202011,센텀두산위브,해운대구,우동,581.0,강동초등학교,해운대구|우동,0,해운대구|우동,65.61307947019867,6.847921108681909,B,84.9988,8826436.943934472,8614602.457280045,9,35,18,3777,9992831.47008414,849378683.5593878,6007273.865700287,16622628.33723222,106.22969579054207,F_S,0.2596412943969097,0.2081108828451275,-0.1692283721413581,0.14192962471530976,MEDIUM,False,False,OK
A61203012,영남,해운대구,좌동,512.0,좌산초등학교,해운대구|좌동,0,해운대구|좌동,62.41092715231788,5.406239769200183,B,84.9,5261391.289754133,4950910.464042963,4,17,27,6696,6426202.489943677,545584591.3962182,4606975.425286007,8963815.65551646,67.79805393696269,F_S,0.16980215281102043,0.1313117722129474,-0.200267459590167,0.1557561274654785,HIGH,False,False,OK
A61203013,두산2,해운대구,좌동,632.0,신곡초등학교,해운대구|좌동,0,해운대구|좌동,75.86605960264902,11.598028228028756,B,59.94,7340674.007340674,7321691.538417097,11,22,27,6654,6317378.439182136,378663663.6445772,4528958.9406945165,8812018.582293272,67.79805393696267,F_S,0.16980215281102043,0.1313117722129474,0.14808965967555565,0.14457746255892812,HIGH,False,False,OK
A61203014,경남,해운대구,좌동,655.0,양운초등학교,해운대구|좌동,0,해운대구|좌동,61.9123068432671,5.183506659607939,B,58.804,5781919.597306306,5467617.093096999,7,18,27,6675,5962878.5025567515,350641107.46434724,4274816.233729658,8317531.817088636,67.79805393696266,F_S,0.16980215281102043,0.1313117722129474,-0.09210637959850665,0.15771646642343934,HIGH,False,False,OK
A61203015,한일,해운대구,좌동,662.0,신도초등학교,해운대구|좌동,0,해운대구|좌동,67.07527593818985,7.5127765950223635,B,58.2,5469507.3322967,5369415.8075601375,12,29,27,6659,6209275.931118443,361379859.1910934,4451459.733528141,8661227.978402663,67.79805393696266,F_S,0.16980215281102043,0.1313117722129474,-0.10781683727216596,0.13705526771370585,HIGH,False,False,OK
A61203016,동신,해운대구,좌동,676.0,부흥초등학교,해운대구|좌동,0,해운대구|좌동,82.6453642384106,14.854217222538546,B,55.68,5859375.0,5533969.151065583,6,19,27,6649,6755351.404141589,376137966.18260366,4842943.862530605,9422940.651141884,67.79805393696266,F_S,0.16980215281102043,0.1313117722129474,-0.1552830458088419,0.15348818044138252,HIGH,False,False,OK
A61203017,동부,해운대구,좌동,679.0,상당초등학교,해운대구|좌동,0,해운대구|좌동,78.09409492273733,12.657868618893332,B,58.44,5971937.029431896,5903490.759753593,6,27,27,6664,6470579.118705298,378140643.6971376,4638789.243552979,9025715.964486625,67.79805393696243,F_S,0.16980215281102043,0.1313117722129474,-0.07025864038938145,0.16479760399791074,HIGH,False,False,OK
A61203018,대림2,해운대구,좌동,682.0,좌동초등학교,해운대구|좌동,0,해운대구|좌동,59.09834437086093,3.935307150387124,B,59.816,6496281.364954346,6436404.975257456,14,31,27,6661,5855971.685526426,350280802.3414487,4198174.223207115,8168409.065093583,67.79805393696266,F_S,0.16980215281102043,0.1313117722129474,0.09088178835036587,0.13770371428282538,HIGH,False,False,OK
A61203019,삼성,해운대구,좌동,728.0,상당초등학교,해운대구|좌동,0,해운대구|좌동,78.09409492273733,12.657868618893351,B,59.944,7310478.35230497,6968321.2604733445,15,32,27,6611,6662464.261648322,399374757.70024705,4776352.624009693,9293373.737652868,67.79805393696242,F_S,0.16980215281102043,0.1313117722129474,0.04000964742199642,0.1598717286585109,HIGH,False,False,OK
A61203020,건영1,해운대구,좌동,788.0,부흥초등학교,해운대구|좌동,0,해운대구|좌동,82.6453642384106,14.854217222538658,B,59.88,6003077.583738906,5819973.279893119,12,32,27,6607,6350865.774260587,380289842.562724,4552966.172026888,8858729.575124182,67.79805393696266,F_S,0.16980215281102043,0.1313117722129474,-0.06961612724188182,0.14250914070193024,HIGH,False,False,OK
A61203021,해운대 센트럴파크,해운대구,좌동,799.0,양운초등학교,해운대구|좌동,0,해운대구|좌동,61.9123068432671,5.183506659607939,B,59.99,4750791.798633105,4817469.578263043,9,37,27,6612,5242299.75981981,314485562.5915904,3758229.8726606546,7312407.091360554,67.79805393696266,F_S,0.16980215281102043,0.1313117722129474,-0.05645422649086562,0.14601946558340595,HIGH,False,False,OK
A61203022,롯데3차,해운대구,좌동,824.0,부흥초등학교,해운대구|좌동,0,해운대구|좌동,82.6453642384106,14.854217222538637,B,59.6,6585570.469798658,6291946.308724832,16,42,27,6555,5975208.237801358,356122410.97296095,4283655.480137016,8334730.384047417,67.79805393696266,F_S,0.16980215281102043,0.1313117722129474,0.06872014890786726,0.13523638485422648,HIGH,False,False,OK
A61203023,롯데4,해운대구,좌동,842.0,부흥초등학교,해운대구|좌동,0,해운대구|좌동,82.6453642384106,14.854217222538658,B,59.6,5855704.697986577,5788590.604026846,12,39,27,6543,5845181.175427649,348372798.0554879,4190438.4546985505,8153357.540728176,67.79805393696266,F_S,0.16980215281102043,0.1313117722129474,-0.009337674180118327,0.1412428041155841,HIGH,False,False,OK
A61203024,대우,해운대구,좌동,852.0,해송초등학교,해운대구|좌동,0,해운대구|좌동,61.5385761589404,5.016870245024108,B,59.946,6322356.787775665,6172221.666166216,30,58,27,6580,5875017.0627465695,352183772.84340584,4211827.945596942,8194975.18260362,67.79805393696266,F_S,0.16980215281102043,0.1313117722129474,0.05378310094005201,0.13104162621511672,HIGH,False,False,OK
A61203025,벽산1,해운대구,좌동,880.0,신곡초등학교,해운대구|좌동,0,해운대구|좌동,75.86605960264902,11.598028228028737,B,59.73,8454712.874602377,8434640.787650794,17,36,27,6589,6540824.295356752,390683435.1616588,4689148.3480294645,9123699.931717394,67.79805393696266,F_S,0.16980215281102043,0.1313117722129474,0.23582125035262447,0.16293010095831997,HIGH,False,False,OK
A61203026,화목,해운대구,좌동,896.0,신곡초등학교,해운대구|좌동,0,해운대구|좌동,75.86605960264902,11.598028228028737,B,56.345,7809033.632088029,7720294.613541574,11,21,27,6609,6352096.608556973,357908883.4091426,4553848.563044744,8860446.447842177,67.79805393696267,F_S,0.16980215281102043,0.1313117722129474,0.17244693346296813,0.18918934129295512,HIGH,False,False,OK
A61203027,LH뜨란채아파트,해운대구,좌동,928.0,양운초등학교,해운대구|좌동,0,해운대구|좌동,61.9123068432671,5.183506659607939,B,59.98,4859953.317772592,4751583.861287096,20,41,27,6568,5008207.079136891,300392260.60663074,3590407.705706966,6985874.642494978,67.79805393696266,F_S,0.16980215281102043,0.1313117722129474,-0.031310103696380764,0.14190872464798288,HIGH,False,False,OK
A61203028,코오롱,해운대구,좌동,928.0,신도초등학교,해운대구|좌동,0,해운대구|좌동,67.07527593818985,7.512776595022341,B,59.985,6325389.820535452,6003531.489111242,9,33,27,6612,5997181.860081776,359740953.87700534,4299408.475472724,8365381.067668708,67.79805393696267,F_S,0.16980215281102043,0.1313117722129474,0.03645809640816289,0.1422713534710781,HIGH,False,False,OK
A61203029,건영2,해운대구,좌동,938.0,부흥초등학교,해운대구|좌동,0,해운대구|좌동,82.6453642384106,14.85421722253857,B,84.64,6689061.763319189,6420610.256196037,22,48,27,6574,6517378.888876582,551630949.1545138,4672340.223533074,9090996.277889822,67.79805393696243,F_S,0.16980215281102043,0.1313117722129474,0.01661308296195685,0.1463609109942537,HIGH,False,False,OK
A61203031,상록,해운대구,좌동,1000.0,해송초등학교,해운대구|좌동,0,해운대구|좌동,61.5385761589404,5.016870245024108,B,59.85,4845446.9507101085,4954051.796157059,25,48,27,6542,5178080.527828325,309908119.5905252,3712190.796849007,7222828.626005416,67.79805393696267,F_S,0.16980215281102043,0.1313117722129474,-0.03227452784070817,0.16542768849863135,HIGH,False,False,OK
A61203032,대우2,해운대구,좌동,1002.0,좌산초등학교,해운대구|좌동,0,해운대구|좌동,62.41092715231788,5.406239769200183,B,59.946,5947018.983752044,5888633.103126147,20,46,27,6543,5805894.163648417,348040131.534068,4162273.4072878785,8098556.6638812,67.79805393696267,F_S,0.16980215281102043,0.1313117722129474,0.01627911972816065,0.1672737321622917,HIGH,False,False,OK
A61203033,벽산2,해운대구,좌동,1070.0,좌산초등학교,해운대구|좌동,0,해운대구|좌동,62.41092715231788,5.406239769200183,B,59.73,5231876.7788381055,5198665.824335534,23,52,27,6529,5876863.9305902,351025082.57415265,4213151.974023166,8197551.351486614,67.79805393696266,F_S,0.16980215281102043,0.1313117722129474,-0.0850821089673186,0.154026951835651,HIGH,False,False,OK
A61203034,대동타운,해운대구,좌동,1240.0,좌동초등학교,해운대구|좌동,0,해운대구|좌동,59.09834437086093,3.935307150387146,B,59.95,6005004.1701417845,5734058.329214038,21,57,27,6503,5851627.184402178,350805049.7049106,4195059.629487751,8162348.98415871,67.79805393696266,F_S,0.16980215281102043,0.1313117722129474,0.033262649061175154,0.1572994373821478,HIGH,False,False,OK
A61203035,경남선경,해운대구,좌동,1358.0,좌산초등학교,해운대구|좌동,0,해운대구|좌동,62.41092715231788,5.406239769200183,B,59.85,4477861.319966583,4477861.319966583,25,53,27,6510,5954957.957083298,356404233.73143536,4269137.9566432815,8306483.564310066,67.79805393696267,F_S,0.16980215281102043,0.1313117722129474,-0.24211073177677989,0.15750571567206662,HIGH,False,False,OK
A61203036,두산1차아파트,해운대구,좌동,1422.0,양운초등학교,해운대구|좌동,0,해운대구|좌동,61.9123068432671,5.1835066596079615,B,59.94,6352051.095327379,5705705.705705706,20,49,27,6480,5728070.775748604,343340562.2983713,4106481.446774962,7990001.960864397,67.79805393696267,F_S,0.16980215281102043,0.1313117722129474,0.026898829017955705,0.16704316159719002,HIGH,False,False,OK
A61203037,대림,해운대구,좌동,1424.0,좌동초등학교,해운대구|좌동,0,해운대구|좌동,59.09834437086093,3.9353071503871018,B,59.816,6937943.025277518,6478199.812759128,21,52,27,6489,5671802.20987927,339264520.9861384,4066142.2416873896,7911513.763139177,67.79805393696266,F_S,0.16980215281102043,0.1313117722129474,0.17674145545280684,0.15114954375201967,HIGH,False,False,OK
A61203038,SKVIEW,해운대구,좌동,1721.0,좌산초등학교,해운대구|좌동,0,해운대구|좌동,62.41092715231788,5.406239769200183,B,59.91,4334055.675945991,4182585.964206717,30,89,27,6291,4892354.971490487,293100986.34199506,3507352.7733842144,6824274.2357430095,67.79805393696266,F_S,0.16980215281102043,0.1313117722129474,-0.12162679526453068,0.1642475277861455,HIGH,False,False,OK
A61203039,엘지,해운대구,좌동,1848.0,상당초등학교,해운대구|좌동,0,해운대구|좌동,78.09409492273733,12.657868618893332,B,59.94,6221151.916516155,5819787.276740919,15,65,27,6407,6178767.144025406,370355302.6128828,4429587.837550252,8618671.718495924,67.79805393696266,F_S,0.16980215281102043,0.1313117722129474,0.023361453632338325,0.16155031367386577,HIGH,False,False,OK
A61204001,송정1단지주공아파트,해운대구,송정동,828.0,송정초등학교,해운대구|송정동,1,해운대구|송정동;해운대구|우동,33.210596026490066,,B,,,,0,0,19,3929,,,,,,INSUFFICIENT_FEATURES,,,,,LOW,True,True,INSUFFICIENT_MODEL_FEATURES
A61204002,부산송정2휴먼시아,해운대구,송정동,890.0,송정초등학교,해운대구|송정동,1,해운대구|송정동;해운대구|우동,33.210596026490066,,B,,,,0,0,19,3929,,,,,,INSUFFICIENT_FEATURES,,,,,LOW,True,True,INSUFFICIENT_MODEL_FEATURES
A61205002,센텀동부센트레빌,해운대구,재송동,703.0,재송초등학교,해운대구|재송동,0,해운대구|재송동,26.85298013245033,-9.353063482901526,B,84.9926,6236486.454735808,6377333.40393112,10,21,10,3015,5765665.413892211,490038894.25677514,3490117.3737299875,9524865.242404487,104.6669800528824,F_S,0.25611489950090804,0.18959012329286254,0.16655368761665557,0.14615651735290247,MEDIUM,False,False,OK
A61205003,더샵센텀스타,해운대구,재송동,629.0,센텀초등학교,해운대구|재송동,0,해운대구|재송동,89.52671081677705,18.256596836535067,A,135.65,11057869.517139696,10689273.866568374,6,25,10,3021,9721163.579509553,1318675839.5604708,5884490.248075947,16059338.592749277,104.66698005288238,F_S,0.25611489950090804,0.18959012329286254,0.13501333234527024,0.20117161078341397,MEDIUM,False,False,OK
A61206110,센텀롯데캐슬3차아파트,해운대구,반여동,517.0,무정초등학교,해운대구|반여동,0,해운대구|반여동,75.30364238410596,11.332075238285563,B,59.9399,4842327.235413592,4696166.418720261,12,27,12,3171,5144966.4979835395,308388777.3924836,3446254.4110523746,7681000.038905925,82.3085170625167,F_S,0.2044545379514155,0.15940741583923146,-0.06507261648444285,0.13956503018572416,HIGH,False,False,OK
A61206113,우방신세계타운,해운대구,반여동,998.0,반안초등학교,해운대구|반여동,0,해운대구|반여동,64.27847682119204,6.244671660872059,B,77.67,3476245.654692932,3532736.693358455,21,37,12,3086,4478075.781704413,347812145.96498173,2999550.807915682,6685388.5767722875,82.30851706251671,F_S,0.2044545379514155,0.15940741583923146,-0.25142807045418003,0.14574269874768536,HIGH,False,False,OK
