apartment_id,apartment_name,gu,legal_dong,household_count,elementary_school_name,elementary_demand_score,school_premium_core_score,school_premium_confidence,estimated_school_premium_pct,school_value_gap_pct,residual_method_gap_pct,comparable_method_gap_pct,gap_confidence,data_quality_flag,comparable_count,gap_method_agreement,gap_6m,gap_12m,gap_24m,temporal_sign_pattern,temporal_stability,gap_positive_probability,bootstrap_gap_median,bootstrap_gap_p05,bootstrap_gap_p95,bootstrap_stability,original_sanity_flag,sanity_flag_reason,sanity_severity,candidate_tier,tier_reason,original_phase145_candidate
A61673103,쌍용스윗닷홈,북구,만덕동,600.0,백산초등학교,49.15954746136866,49.15954746136866,B,-0.3559155286136817,-28.314585953919792,-8.952394805802712,-47.67677710203687,MEDIUM,OK,8.0,STRONG_NEGATIVE,-28.31458595391979,-28.88924257643697,-24.69177286317039,---,STABLE_NEGATIVE,0.02,-26.470057328512688,-36.76654206067954,-4.674730929169725,VERY_STABLE_NEGATIVE,False,NONE,NONE,NOT_CANDIDATE,NOT_IN_ORIGINAL_PHASE145_CANDIDATES,False
A61673302,삼한힐파크,북구,화명동,807.0,화잠초등학교,61.624392935982335,61.624392935982335,B,5.055110262507001,43.18334450923915,37.93828465243288,48.42840436604542,MEDIUM,OK,5.0,STRONG_POSITIVE,43.18334450923915,40.89963398542913,40.91997748024656,+++,STABLE_POSITIVE,1.0,41.410056567688954,35.257348118941906,47.605141308375686,VERY_STABLE_POSITIVE,False,NONE,NONE,NOT_CANDIDATE,NOT_IN_ORIGINAL_PHASE145_CANDIDATES,False
A61673304,동원로얄듀크,북구,화명동,1627.0,명덕초등학교,61.55711920529801,61.55711920529801,B,5.025131860740384,23.224530126264813,11.886979704279756,34.562080548249874,MEDIUM,OK,5.0,STRONG_POSITIVE,23.224530126264813,23.257580006722094,24.675694864002978,+++,STABLE_POSITIVE,0.942,22.9329426905191,-19.38682885575174,24.98193487944147,VERY_STABLE_POSITIVE,False,NONE,NONE,NOT_CANDIDATE,NOT_IN_ORIGINAL_PHASE145_CANDIDATES,False
A61673305,화명유림,북구,화명동,506.0,화잠초등학교,61.624392935982335,61.624392935982335,B,5.055110262507001,38.862316401059694,29.748886272141338,47.975746529978046,HIGH,OK,17.0,STRONG_POSITIVE,38.862316401059694,39.945165605662126,38.960851290232576,+++,STABLE_POSITIVE,1.0,40.19992427666079,32.918679665565925,46.65663541644865,VERY_STABLE_POSITIVE,False,NONE,NONE,NOT_CANDIDATE,NOT_IN_ORIGINAL_PHASE145_CANDIDATES,False
A61673308,화명롯데캐슬카이저,북구,화명동,5239.0,명덕초등학교,61.55711920529801,61.55711920529801,B,5.025131860740384,-27.44364231373372,-7.493116438561298,-47.394168188906136,HIGH,OK,17.0,STRONG_NEGATIVE,-27.44364231373372,-27.86729675932922,-27.911812276201996,---,STABLE_NEGATIVE,0.0,-26.917362931605748,-58.534497562779926,-10.21658175556372,VERY_STABLE_NEGATIVE,False,NONE,NONE,NOT_CANDIDATE,NOT_IN_ORIGINAL_PHASE145_CANDIDATES,False
A61673902,율리역벽산블루밍1단지,북구,금곡동,589.0,신금초등학교,21.752097130242827,21.752097130242827,B,-11.29357264998918,-63.71172806080445,-21.15885862619433,-106.26459749541456,HIGH,OK,12.0,STRONG_NEGATIVE,-63.71172806080445,-17.913930481904394,-60.588860300793115,---,STABLE_NEGATIVE,0.0,-18.503380599859376,-22.798452067315466,-12.86948798119587,VERY_STABLE_NEGATIVE,False,NONE,NONE,NOT_CANDIDATE,NOT_IN_ORIGINAL_PHASE145_CANDIDATES,False
A61674824,부산율리마을,북구,금곡동,840.0,금명초등학교,42.66324503311259,42.66324503311259,B,,,,,LOW,RECENT_PRICE_MISSING,,INSUFFICIENT,,,,NANANA,INSUFFICIENT,,,,,,True,LOW_TRANSACTION;COMPARABLE_SHORTAGE,MAJOR,NOT_CANDIDATE,NOT_IN_ORIGINAL_PHASE145_CANDIDATES,False
A61674912,화명뜨란채,북구,금곡동,981.0,금명초등학교,42.66324503311259,42.66324503311259,B,-3.064577104009547,-28.41403386007993,-16.62254860755169,-40.20551911260817,MEDIUM,OK,6.0,STRONG_NEGATIVE,-28.414033860079932,-24.66620616473417,-25.9261393590171,---,STABLE_NEGATIVE,0.0,-24.989423128229564,-64.31427139270754,-7.617478849001667,VERY_STABLE_NEGATIVE,False,NONE,NONE,NOT_CANDIDATE,NOT_IN_ORIGINAL_PHASE145_CANDIDATES,False
A61675601,상록한신휴플러스,북구,만덕동,882.0,신덕초등학교,31.29028697571744,31.29028697571744,B,-7.63050299242779,2.8236136078590377,8.395732914041364,-2.7485056983232887,LOW,METHOD_DIRECTION_DISAGREEMENT,12.0,MIXED_POSITIVE_RESIDUAL,2.8236136078590377,7.121406681304122,5.758295935453923,+++,STABLE_POSITIVE,0.796,5.588120257672147,-5.900731439970859,25.32071784316608,STABLE_POSITIVE,False,METHOD_DISAGREEMENT,MINOR,NOT_CANDIDATE,NOT_IN_ORIGINAL_PHASE145_CANDIDATES,False
A61675806,삼성,북구,만덕동,600.0,백산초등학교,49.15954746136866,49.15954746136866,B,-0.3559155286136817,-28.62765662394101,-24.521019340889985,-32.73429390699204,MEDIUM,OK,5.0,STRONG_NEGATIVE,-28.627656623941007,-19.247155309691557,-23.089765689134545,---,STABLE_NEGATIVE,0.054,-19.29496002888587,-29.30443601223669,0.14216926160362864,VERY_STABLE_NEGATIVE,False,NONE,NONE,NOT_CANDIDATE,NOT_IN_ORIGINAL_PHASE145_CANDIDATES,False
A61676006,벽산삼협한솔,북구,금곡동,532.0,금창초등학교,23.34448123620309,23.34448123620309,B,-10.692290331843925,0.6532168749875229,-4.09806378237405,5.404497532349096,LOW,METHOD_DIRECTION_DISAGREEMENT,12.0,MIXED_POSITIVE_COMPARABLE,0.6532168749875211,-1.6796209127606225,-1.6149831762178666,+--,MIXED,0.478,-0.5519688843640616,-22.823055730917126,12.387794244338952,UNCERTAIN,False,METHOD_DISAGREEMENT,MINOR,NOT_CANDIDATE,NOT_IN_ORIGINAL_PHASE145_CANDIDATES,False
A61676118,금곡주공1단지,북구,금곡동,1099.0,금창초등학교,23.34448123620309,23.34448123620309,B,,,,,LOW,RECENT_PRICE_MISSING,,INSUFFICIENT,,,,NANANA,INSUFFICIENT,,,,,,True,LOW_TRANSACTION;COMPARABLE_SHORTAGE,MAJOR,NOT_CANDIDATE,NOT_IN_ORIGINAL_PHASE145_CANDIDATES,False
A61676215,금곡주공2단지,북구,금곡동,1460.0,금곡초등학교,45.7257174392936,45.7257174392936,B,,,,,LOW,RECENT_PRICE_MISSING,,INSUFFICIENT,,,,NANANA,INSUFFICIENT,,,,,,True,LOW_TRANSACTION;COMPARABLE_SHORTAGE,MAJOR,NOT_CANDIDATE,NOT_IN_ORIGINAL_PHASE145_CANDIDATES,False
A61676316,금곡3단지주공,북구,금곡동,1484.0,금창초등학교,23.34448123620309,23.34448123620309,B,-10.692290331843925,40.56260692628448,37.859906418019285,43.265307434549655,HIGH,OK,12.0,STRONG_POSITIVE,40.56260692628447,37.71967975562339,35.087929701985686,+++,STABLE_POSITIVE,1.0,37.526217966832334,23.00089497410843,44.46937142540527,VERY_STABLE_POSITIVE,False,NONE,NONE,NOT_CANDIDATE,NOT_IN_ORIGINAL_PHASE145_CANDIDATES,False
A61676422,금곡주공4단지,북구,금곡동,1937.0,신금초등학교,21.752097130242827,21.752097130242827,B,,,,,LOW,RECENT_PRICE_MISSING,,INSUFFICIENT,,,,NANANA,INSUFFICIENT,,,,,,True,LOW_TRANSACTION;COMPARABLE_SHORTAGE,MAJOR,NOT_CANDIDATE,NOT_IN_ORIGINAL_PHASE145_CANDIDATES,False
A61676509,금곡5단지주공,북구,금곡동,713.0,신금초등학교,21.752097130242827,21.752097130242827,B,-11.293572649989148,17.916854738022792,12.704931381535854,23.12877809450973,HIGH,OK,12.0,STRONG_POSITIVE,17.916854738022792,18.244025031399744,16.12123675490826,+++,STABLE_POSITIVE,0.886,16.91192106374286,-3.310082579536454,27.877598966297715,STABLE_POSITIVE,False,NONE,NONE,NOT_CANDIDATE,NOT_IN_ORIGINAL_PHASE145_CANDIDATES,False
A61676605,금곡6단지주공,북구,금곡동,504.0,신금초등학교,21.752097130242827,21.752097130242827,B,-11.293572649989148,19.149046126798503,12.910022367377415,25.3880698862196,HIGH,OK,12.0,STRONG_POSITIVE,19.14904612679851,16.264785704186192,16.06429732867359,+++,STABLE_POSITIVE,0.86,17.352118376713836,-3.5842196196924547,26.47433873308479,STABLE_POSITIVE,False,NONE,NONE,NOT_CANDIDATE,NOT_IN_ORIGINAL_PHASE145_CANDIDATES,False
A61676723,금곡주공7단지,북구,금곡동,802.0,신금초등학교,21.752097130242827,21.752097130242827,B,,,,,LOW,RECENT_PRICE_MISSING,,INSUFFICIENT,,,,NANANA,INSUFFICIENT,,,,,,True,LOW_TRANSACTION;COMPARABLE_SHORTAGE,MAJOR,NOT_CANDIDATE,NOT_IN_ORIGINAL_PHASE145_CANDIDATES,False
A61676814,금곡9단지주공,북구,금곡동,1366.0,금곡초등학교,45.7257174392936,45.7257174392936,B,-1.7969640492763062,43.95250287556435,41.61692760125443,46.288078149874266,HIGH,OK,12.0,STRONG_POSITIVE,43.95250287556435,43.22631515400509,41.276090534684045,+++,STABLE_POSITIVE,1.0,42.89012540547223,28.876649844380843,49.81265641283422,VERY_STABLE_POSITIVE,False,NONE,NONE,NOT_CANDIDATE,NOT_IN_ORIGINAL_PHASE145_CANDIDATES,False
A61677013,화명한일유앤아이,북구,금곡동,1026.0,금명초등학교,42.66324503311259,42.66324503311259,B,-3.064577104009558,-16.646673853660275,-17.163017189962936,-16.130330517357617,MEDIUM,OK,7.0,STRONG_NEGATIVE,-16.646673853660275,-16.449579526108252,-16.358412241747644,---,STABLE_NEGATIVE,0.0,-17.050786735264012,-56.279575454313864,-10.362326132727272,VERY_STABLE_NEGATIVE,False,NONE,NONE,NOT_CANDIDATE,NOT_IN_ORIGINAL_PHASE145_CANDIDATES,False
A61677404,덕천주공2단지,북구,덕천동,1507.0,양천초등학교;양덕초등학교,32.859354304635765,32.859354304635765,B,,,,,LOW,RECENT_PRICE_MISSING,,INSUFFICIENT,,,,NANANA,INSUFFICIENT,,,,,,True,LOW_TRANSACTION;COMPARABLE_SHORTAGE,MAJOR,NOT_CANDIDATE,NOT_IN_ORIGINAL_PHASE145_CANDIDATES,False
A61677608,기비골마을,북구,덕천동,825.0,만덕초등학교,34.79254966887417,34.79254966887417,A,-6.2478430244101375,35.401459588483135,25.227985259260134,45.57493391770614,MEDIUM,OK,5.0,STRONG_POSITIVE,35.401459588483135,27.117996221618167,23.35321704953879,+++,STABLE_POSITIVE,0.97,27.06995034930015,1.8160236590443644,40.402947251119485,VERY_STABLE_POSITIVE,False,NONE,NONE,NOT_CANDIDATE,NOT_IN_ORIGINAL_PHASE145_CANDIDATES,False
A61678209,그린코아,북구,만덕동,1468.0,신덕초등학교,31.29028697571744,31.29028697571744,B,-7.630502992427779,22.554223871138117,24.20196840251585,20.906479339760374,MEDIUM,OK,6.0,STRONG_POSITIVE,22.554223871138113,20.85075789312888,19.44803767042027,+++,STABLE_POSITIVE,0.962,21.563365405457752,3.7692862393306767,28.044434282128467,VERY_STABLE_POSITIVE,False,NONE,NONE,NOT_CANDIDATE,NOT_IN_ORIGINAL_PHASE145_CANDIDATES,False
A61678706,럭키,북구,만덕동,900.0,덕양초등학교,35.35176600441501,35.35176600441501,B,-6.025161527512523,28.657950664234136,28.067831876190283,29.24806945227799,MEDIUM,OK,5.0,STRONG_POSITIVE,28.657950664234136,31.137328976347305,29.997306885798004,+++,STABLE_POSITIVE,1.0,31.012112164642268,20.595306243527233,36.11054471068203,VERY_STABLE_POSITIVE,False,NONE,NONE,NOT_CANDIDATE,NOT_IN_ORIGINAL_PHASE145_CANDIDATES,False
A61678804,럭키2,북구,만덕동,714.0,백산초등학교,49.15954746136866,49.15954746136866,B,-0.3559155286136484,13.618277258814809,12.656404658382703,14.580149859246916,MEDIUM,OK,6.0,STRONG_POSITIVE,13.61827725881481,11.37223111175229,15.962408559009907,+++,STABLE_POSITIVE,0.704,11.546514375304168,-5.953483671049791,18.389118908450854,UNCERTAIN,False,NONE,NONE,NOT_CANDIDATE,NOT_IN_ORIGINAL_PHASE145_CANDIDATES,False
A61679206,벽산강변타운,북구,화명동,1044.0,화명초등학교,45.28443708609271,45.28443708609271,B,-1.9806351409914933,31.7893919582674,19.91177368344269,43.667010233092114,MEDIUM,OK,8.0,STRONG_POSITIVE,31.7893919582674,35.05291968911592,34.98718541259697,+++,STABLE_POSITIVE,1.0,34.90283465127271,28.440681021916983,39.17610260185865,VERY_STABLE_POSITIVE,False,NONE,NONE,NOT_CANDIDATE,NOT_IN_ORIGINAL_PHASE145_CANDIDATES,False
A61679207,도시화명그린(295),북구,화명동,720.0,대천리초등학교,33.73923841059603,33.73923841059603,B,-6.665842541556377,41.2356218141121,30.578919874490165,51.89232375373405,HIGH,OK,17.0,STRONG_POSITIVE,41.23562181411211,42.102327942694714,40.859299626280745,+++,STABLE_POSITIVE,1.0,41.898448861403146,33.241677186722384,46.707087283889486,VERY_STABLE_POSITIVE,False,NONE,NONE,NOT_CANDIDATE,NOT_IN_ORIGINAL_PHASE145_CANDIDATES,False
A61679208,경남아너스빌,북구,화명동,570.0,화명초등학교,45.28443708609271,45.28443708609271,B,-1.9806351409915048,-3.5063971126660207,-17.47543807712241,10.462643851790366,LOW,METHOD_DIRECTION_DISAGREEMENT,7.0,MIXED_POSITIVE_COMPARABLE,-3.506397112666021,-2.790856968529016,-5.003388375309725,---,STABLE_NEGATIVE,0.344,-3.155991360216496,-33.70497643062802,4.260456317120624,UNCERTAIN,False,METHOD_DISAGREEMENT,MINOR,NOT_CANDIDATE,NOT_IN_ORIGINAL_PHASE145_CANDIDATES,False
A61679609,부산만덕3단지 주공아파트,북구,만덕동,1350.0,신덕초등학교,31.29028697571744,31.29028697571744,B,,,,,LOW,RECENT_PRICE_MISSING,,INSUFFICIENT,,,,NANANA,INSUFFICIENT,,,,,,True,LOW_TRANSACTION;COMPARABLE_SHORTAGE,MAJOR,NOT_CANDIDATE,NOT_IN_ORIGINAL_PHASE145_CANDIDATES,False
A61680705,삼정그린코아,북구,구포동,668.0,구남초등학교,41.49266004415011,41.49266004415011,B,-3.5447695190751416,-9.86446645966656,-23.27197537643517,3.543042457102053,LOW,METHOD_DIRECTION_DISAGREEMENT,28.0,MIXED_POSITIVE_COMPARABLE,-9.86446645966656,-6.0187048948131325,-4.787220507709256,---,STABLE_NEGATIVE,0.084,-8.129229101730767,-28.733764965677633,0.8264425708669795,VERY_STABLE_NEGATIVE,False,METHOD_DISAGREEMENT,MINOR,NOT_CANDIDATE,NOT_IN_ORIGINAL_PHASE145_CANDIDATES,False
A61680707,구포현대,북구,구포동,1741.0,구남초등학교,41.49266004415011,41.49266004415011,B,-3.544769519075164,15.921439438424244,8.826988359668109,23.01589051718038,HIGH,OK,22.0,STRONG_POSITIVE,15.921439438424244,15.461359875605236,14.931821647558685,+++,STABLE_POSITIVE,0.976,15.510275147100064,0.8169547048955611,22.324422482996567,VERY_STABLE_POSITIVE,False,NONE,NONE,NOT_CANDIDATE,NOT_IN_ORIGINAL_PHASE145_CANDIDATES,False
A61681107,금곡화목타운,북구,금곡동,576.0,금곡초등학교,45.7257174392936,45.7257174392936,B,-1.796964049276284,28.11230003139213,25.259901316916533,30.964698745867736,HIGH,OK,12.0,STRONG_POSITIVE,28.112300031392135,34.232439910728495,31.746378581106207,+++,STABLE_POSITIVE,1.0,33.20728165603832,15.41296152542597,42.32237048932659,VERY_STABLE_POSITIVE,False,NONE,NONE,NOT_CANDIDATE,NOT_IN_ORIGINAL_PHASE145_CANDIDATES,False
A61681108,협진태양·조성아파트,북구,금곡동,576.0,금곡초등학교,45.7257174392936,45.7257174392936,B,-1.7969640492763173,32.472595626809635,29.713885667558912,35.23130558606036,HIGH,OK,12.0,STRONG_POSITIVE,32.472595626809635,32.77956518208198,33.22544391088823,+++,STABLE_POSITIVE,1.0,32.42548810361322,13.900276800774817,40.8760054709165,VERY_STABLE_POSITIVE,False,NONE,NONE,NOT_CANDIDATE,NOT_IN_ORIGINAL_PHASE145_CANDIDATES,False
A61681409,부산도시공사 덕천2지구 아파트,북구,덕천동,990.0,만덕초등학교,34.79254966887417,34.79254966887417,A,,,,,LOW,RECENT_PRICE_MISSING,,INSUFFICIENT,,,,NANANA,INSUFFICIENT,,,,,,True,LOW_TRANSACTION;COMPARABLE_SHORTAGE,MAJOR,NOT_CANDIDATE,NOT_IN_ORIGINAL_PHASE145_CANDIDATES,False
A61682303,덕천주공1,북구,덕천동,1320.0,양덕초등학교,38.36120309050773,38.36120309050773,B,-4.817681643998051,32.47154535710053,18.607649334805043,46.33544137939602,MEDIUM,OK,5.0,STRONG_POSITIVE,32.47154535710053,33.23268431731567,30.26668253815176,+++,STABLE_POSITIVE,1.0,33.4607448625581,11.319230746471021,46.74407379442404,VERY_STABLE_POSITIVE,False,NONE,NONE,NOT_CANDIDATE,NOT_IN_ORIGINAL_PHASE145_CANDIDATES,False
A61682607,대성타워,북구,만덕동,816.0,백산초등학교,49.15954746136866,49.15954746136866,B,-0.3559155286136595,-11.474184977619096,-3.623031076810823,-19.32533887842737,MEDIUM,OK,5.0,STRONG_NEGATIVE,-11.474184977619096,-12.343823170932778,-12.702849768314795,---,STABLE_NEGATIVE,0.062,-12.81429778093815,-26.296769963144797,1.6142339019209848,VERY_STABLE_NEGATIVE,False,NONE,NONE,NOT_CANDIDATE,NOT_IN_ORIGINAL_PHASE145_CANDIDATES,False
A61682907,동원,북구,만덕동,988.0,백산초등학교,49.15954746136866,49.15954746136866,B,-0.3559155286136706,8.336897706080247,5.965081942736439,10.708713469424058,HIGH,OK,12.0,STRONG_POSITIVE,8.336897706080249,10.23286952646778,10.41108489836538,+++,STABLE_POSITIVE,0.986,11.426838134954622,2.425775119194213,23.554607649650897,VERY_STABLE_POSITIVE,False,NONE,NONE,NOT_CANDIDATE,NOT_IN_ORIGINAL_PHASE145_CANDIDATES,False
A61682908,벽산라인타운,북구,만덕동,1166.0,덕양초등학교,35.35176600441501,35.35176600441501,B,-6.025161527512523,-1.3587989100929505,9.393467314924376,-12.111065135110277,LOW,METHOD_DIRECTION_DISAGREEMENT,6.0,MIXED_POSITIVE_RESIDUAL,-1.3587989100929505,5.941456367803872,4.0528948533685885,-++,MIXED,0.854,7.85043712332662,-3.997447510243043,20.889641430079134,STABLE_POSITIVE,False,METHOD_DISAGREEMENT,MINOR,NOT_CANDIDATE,NOT_IN_ORIGINAL_PHASE145_CANDIDATES,False
A61683305,그린숲속아파트,북구,화명동,900.0,대천리초등학교,33.73923841059603,33.73923841059603,B,-6.665842541556344,44.5954243990881,36.941052858022346,52.24979594015385,HIGH,OK,17.0,STRONG_POSITIVE,44.5954243990881,43.07104254806711,42.153217087535616,+++,STABLE_POSITIVE,1.0,43.21960272010496,37.86144739498698,47.77612076586008,VERY_STABLE_POSITIVE,False,NONE,NONE,NOT_CANDIDATE,NOT_IN_ORIGINAL_PHASE145_CANDIDATES,False
A61684110,화명리버빌2차,북구,금곡동,722.0,금명초등학교,42.66324503311259,42.66324503311259,B,-3.064577104009558,-2.1482629997828857,-12.787838295224386,8.491312295658615,LOW,METHOD_DIRECTION_DISAGREEMENT,7.0,MIXED_POSITIVE_COMPARABLE,-2.1482629997828857,-4.812596368190741,-0.048039966606872486,---,STABLE_NEGATIVE,0.006,-4.2986495910644935,-41.03169178479049,-1.071974829786865,VERY_STABLE_NEGATIVE,False,METHOD_DISAGREEMENT,MINOR,NOT_CANDIDATE,NOT_IN_ORIGINAL_PHASE145_CANDIDATES,False
A61685214,코오롱하늘채2차,북구,화명동,1344.0,학사초등학교,63.8310706401766,63.8310706401766,B,6.043204253342238,-46.107708421411445,-49.7412553421478,-42.47416150067509,HIGH,OK,13.0,STRONG_NEGATIVE,-46.107708421411445,-30.469762749615725,-29.34428906483958,---,STABLE_NEGATIVE,0.0,-32.49379127945729,-77.38755212014124,-16.013603859251713,VERY_STABLE_NEGATIVE,False,NONE,NONE,NOT_CANDIDATE,NOT_IN_ORIGINAL_PHASE145_CANDIDATES,False
A61701002,한일유엔아이,사상구,주례동,988.0,주양초등학교,33.309713024282566,33.309713024282566,B,-6.835761397410256,-10.403806473073962,-0.1831356605742513,-20.624477285573672,MEDIUM,OK,8.0,NEUTRAL_OR_ZERO,-10.403806473073962,-7.66692197681304,-8.048088937717178,---,STABLE_NEGATIVE,0.054,-8.766479074027995,-16.803822021991994,8.278362203961088,VERY_STABLE_NEGATIVE,False,NONE,NONE,NOT_CANDIDATE,NOT_IN_ORIGINAL_PHASE145_CANDIDATES,False
A61775202,백양그린,사상구,모라동,1080.0,모산초등학교,61.79635761589404,61.79635761589404,B,5.131779760166655,29.34682699021083,26.62482821541239,32.068825765009265,MEDIUM,OK,5.0,STRONG_POSITIVE,29.34682699021083,27.599963927722875,28.703026640156626,+++,STABLE_POSITIVE,1.0,28.710234806528454,20.47952494277273,34.27204452762398,VERY_STABLE_POSITIVE,False,NONE,NONE,NOT_CANDIDATE,NOT_IN_ORIGINAL_PHASE145_CANDIDATES,False
A61775307,부산모라주공3,사상구,모라동,2385.0,모동초등학교,40.76456953642384,40.76456953642384,B,,,,,LOW,RECENT_PRICE_MISSING,,INSUFFICIENT,,,,NANANA,INSUFFICIENT,,,,,,True,LOW_TRANSACTION;COMPARABLE_SHORTAGE,MAJOR,NOT_CANDIDATE,NOT_IN_ORIGINAL_PHASE145_CANDIDATES,False
A61775401,주공4,사상구,모라동,900.0,모동초등학교,40.76456953642384,40.76456953642384,B,-3.8422430634247218,13.469843992970889,12.553723867414824,14.38596411852695,MEDIUM,OK,5.0,STRONG_POSITIVE,13.469843992970887,19.18093156950303,21.608805563161603,+++,STABLE_POSITIVE,1.0,18.08759994151899,9.914944705873435,23.178126239211554,VERY_STABLE_POSITIVE,False,NONE,NONE,NOT_CANDIDATE,NOT_IN_ORIGINAL_PHASE145_CANDIDATES,False
A61775706,우성,사상구,모라동,796.0,모산초등학교,61.79635761589404,61.79635761589404,B,5.131779760166655,-14.367417627294769,-17.225592408530588,-11.509242846058942,MEDIUM,OK,5.0,STRONG_NEGATIVE,-14.367417627294765,-6.687311087683934,-8.706920648624738,---,STABLE_NEGATIVE,0.118,-9.199653926346873,-24.203969949422394,2.617476097007932,STABLE_NEGATIVE,False,NONE,NONE,NOT_CANDIDATE,NOT_IN_ORIGINAL_PHASE145_CANDIDATES,False
A61776003,괘법한신2,사상구,괘법동,1094.0,창진초등학교,49.17135761589404,49.17135761589404,B,-0.3509229405541547,-30.45727012812068,4.045507159163464,-64.96004741540482,LOW,METHOD_DIRECTION_DISAGREEMENT,22.0,MIXED_POSITIVE_RESIDUAL,-30.457270128120676,-26.93884683709869,-23.988167610852944,---,STABLE_NEGATIVE,0.0,-28.12369000883239,-35.68416574001052,-21.599585690297275,VERY_STABLE_NEGATIVE,False,METHOD_DISAGREEMENT,MINOR,NOT_CANDIDATE,NOT_IN_ORIGINAL_PHASE145_CANDIDATES,False
A61776104,반도보라,사상구,주례동,1206.0,주양초등학교;개림초등학교,36.705877483443714,36.705877483443714,B,-5.48375711830118,13.432908639516882,13.962258210059415,12.903559068974346,MEDIUM,OK,8.0,STRONG_POSITIVE,13.432908639516882,14.038045607803594,12.953924506268226,+++,STABLE_POSITIVE,0.992,16.208462810536066,8.085169086645157,29.602954449205733,VERY_STABLE_POSITIVE,False,NONE,NONE,NOT_CANDIDATE,NOT_IN_ORIGINAL_PHASE145_CANDIDATES,False
A61776303,럭키주례1,사상구,주례동,2293.0,동주초등학교,43.32251655629139,43.32251655629139,B,-2.793081968244504,-53.85374121594401,-53.26896653249533,-54.4385158993927,MEDIUM,OK,8.0,STRONG_NEGATIVE,-53.85374121594401,-57.9012625049739,-57.94809255084712,---,STABLE_NEGATIVE,0.0,-57.8880942706988,-71.74742944603351,-36.13471726816192,VERY_STABLE_NEGATIVE,False,NONE,NONE,NOT_CANDIDATE,NOT_IN_ORIGINAL_PHASE145_CANDIDATES,False
A61776508,엄궁대림,사상구,엄궁동,741.0,엄궁초등학교,31.78956953642384,31.78956953642384,B,-7.434644342161423,1.199998945394093,10.219383349956178,-7.819385459167994,LOW,METHOD_DIRECTION_DISAGREEMENT,15.0,MIXED_POSITIVE_RESIDUAL,1.1999989453940922,1.7982445466868389,-0.28870486496878023,++-,MIXED,0.736,2.1640485338038724,-3.7521038426492583,7.322065124753708,UNCERTAIN,False,METHOD_DISAGREEMENT,MINOR,NOT_CANDIDATE,NOT_IN_ORIGINAL_PHASE145_CANDIDATES,False
A61776509,롯데캐슬,사상구,엄궁동,1852.0,엄궁초등학교,31.78956953642384,31.78956953642384,B,-7.434644342161423,-0.1386168898694588,-0.1386168898694588,,LOW,INSUFFICIENT_COMPARABLES,0.0,INSUFFICIENT,-0.13861688986945886,-15.795620903388764,-16.11870657618514,---,STABLE_NEGATIVE,0.108,-15.821233271906433,-39.56288936824557,5.65040497834648,STABLE_NEGATIVE,False,COMPARABLE_SHORTAGE,MAJOR,NOT_CANDIDATE,NOT_IN_ORIGINAL_PHASE145_CANDIDATES,False
A61776710,엄궁2차한신,사상구,엄궁동,1016.0,동궁초등학교,52.09056291390729,52.09056291390729,B,0.8908370694531875,16.146707475299127,23.806706641298003,8.486708309300251,HIGH,OK,16.0,STRONG_POSITIVE,16.146707475299127,17.24286957142786,8.256955345760359,+++,STABLE_POSITIVE,1.0,16.66324816299636,9.393302226131281,22.577441645406367,VERY_STABLE_POSITIVE,False,NONE,NONE,NOT_CANDIDATE,NOT_IN_ORIGINAL_PHASE145_CANDIDATES,False
A61776811,코오롱,사상구,엄궁동,1158.0,동궁초등학교,52.09056291390729,52.09056291390729,B,0.8908370694532097,13.778685264769386,24.304817547466183,3.252552982072588,HIGH,OK,16.0,STRONG_POSITIVE,13.778685264769384,13.837043204668737,9.864894606242785,+++,STABLE_POSITIVE,1.0,14.342276652459347,9.167018990520365,19.684933421632643,VERY_STABLE_POSITIVE,False,NONE,NONE,NOT_CANDIDATE,NOT_IN_ORIGINAL_PHASE145_CANDIDATES,False
A61776907,금강,사상구,학장동,730.0,학진초등학교,40.93316777041943,40.93316777041943,B,-3.773441164822522,36.7098570905033,36.935747384141,36.4839667968656,MEDIUM,OK,9.0,STRONG_POSITIVE,36.7098570905033,31.56890388707236,30.44430115696743,+++,STABLE_POSITIVE,1.0,30.87591139238442,21.461129238407715,37.5025968932593,VERY_STABLE_POSITIVE,False,NONE,NONE,NOT_CANDIDATE,NOT_IN_ORIGINAL_PHASE145_CANDIDATES,False
A61777010,학장무학,사상구,학장동,893.0,학진초등학교,40.93316777041943,40.93316777041943,B,-3.773441164822511,-4.303457603716948,8.229446904962478,-16.836362112396376,LOW,METHOD_DIRECTION_DISAGREEMENT,9.0,MIXED_POSITIVE_RESIDUAL,-4.303457603716949,-16.69136484418185,-12.27441769720482,---,STABLE_NEGATIVE,0.016,-14.56164829733888,-36.01465712371292,-3.552457313964587,VERY_STABLE_NEGATIVE,False,METHOD_DISAGREEMENT,MINOR,NOT_CANDIDATE,NOT_IN_ORIGINAL_PHASE145_CANDIDATES,False
A61777105,학장벽산,사상구,학장동,526.0,구학초등학교,38.87693156732892,38.87693156732892,B,-4.609203597751899,11.806243598978016,11.70999033856487,11.902496859391166,MEDIUM,OK,9.0,STRONG_POSITIVE,11.806243598978018,9.714998826556581,10.10517006383776,+++,STABLE_POSITIVE,0.756,6.1578119085000935,-13.647400974891106,15.296597173239496,STABLE_POSITIVE,False,NONE,NONE,NOT_CANDIDATE,NOT_IN_ORIGINAL_PHASE145_CANDIDATES,False
