middle_school_id,middle_school_name,district,education_office,closed,suspended,middle_school_score,score_reference_year,graduates_total,weighted_graduates,available_year_count,observation_years,score_stability,sample_warning,ranking_coverage,score_status,confirmed_E_mean,confirmed_E_median,confirmed_E_max,confirmed_E_min,confirmed_E_top25_mean,confirmed_school_count,confirmed_scored_school_count,broad_E_mean,broad_E_median,broad_E_max,broad_E_min,broad_E_top25_mean,broad_school_count,broad_scored_school_count,possible_elementary_count,ambiguous_elementary_count,excluded_edge_count,total_elementary_count,connected_elementary_schools,catchment_uncertainty_gap,assignment_uncertainty_grade,representative_catchment_demand,representative_basis,data_quality_status,quality_high,demand_high,quality_demand_group,catchment_robustness
S020000986,초읍중학교,부산진구,부산광역시남부교육지원청,N,N,24.205882352941178,2025.0,485.0,164.6,3.0,"2023,2024,2025",0.788319017827191,False,0.9941520467836257,scored,,,,,,0,0,56.863318616629876,61.15353200883003,67.58669977924946,41.84972406181016,67.58669977924946,3,3,3,0,0,3,성지초; 연지초; 초읍초,,HIGH_NO_CONFIRMED,61.15353200883003,BROAD_MEDIAN_FALLBACK,NO_CONFIRMED_EDGE,False,False,LOW_QUALITY_LOW_DEMAND,BROAD_ONLY_HIGH_DEMAND
S020001436,장림여자중학교,사하구,부산광역시서부교육지원청,N,N,23.61764705882353,2025.0,424.0,141.4,3.0,"2023,2024,2025",0.7719045741839285,False,0.9941520467836257,scored,,,,,,0,0,44.122704194260486,35.53813465783665,77.03780353200882,29.150275938189846,61.341528697571746,5,5,5,0,0,5,보림초; 신촌초; 신평초; 장림초; 효림초,,HIGH_NO_CONFIRMED,35.53813465783665,BROAD_MEDIAN_FALLBACK,NO_CONFIRMED_EDGE,False,False,LOW_QUALITY_LOW_DEMAND,CONFIRMED_DATA_INSUFFICIENT
S020000975,신라중학교,사상구,부산광역시북부교육지원청,N,N,23.47058823529412,2025.0,289.0,95.9,3.0,"2023,2024,2025",0.8705801478729722,False,0.9941520467836257,scored,58.515728476821195,58.515728476821195,58.515728476821195,58.515728476821195,58.515728476821195,1,1,51.48283664459161,51.459078366445915,58.515728476821195,44.49746136865342,58.515728476821195,4,4,3,0,0,4,덕상초; 덕포초; 사상초; 창진초,7.05665011037528,HIGH,58.515728476821195,CONFIRMED_MEDIAN,COMPLETE,False,False,LOW_QUALITY_LOW_DEMAND,NOT_HIGH_DEMAND
S020001218,동주중학교,사상구,부산광역시북부교육지원청,N,N,23.294117647058822,2025.0,240.0,74.8,3.0,"2023,2024,2025",0.8631577048648541,False,0.9941520467836257,scored,,,,,,0,0,45.51575607064018,46.94633002207506,52.17086092715231,35.99950331125828,52.17086092715231,5,4,5,0,0,5,괘법초; 동주초; 서감초; 주례초; 학장초,,HIGH_NO_CONFIRMED,46.94633002207506,BROAD_MEDIAN_FALLBACK,PARTIAL_ELEMENTARY_DEMAND,False,False,LOW_QUALITY_LOW_DEMAND,CONFIRMED_DATA_INSUFFICIENT
S020000973,부산진여자중학교,부산진구,부산광역시남부교육지원청,N,N,21.999999999999996,2025.0,383.0,128.6,3.0,"2023,2024,2025",0.8426578688222077,False,0.9941520467836257,scored,,,,,,0,0,47.05289340901924,47.90739514348786,83.05761589403974,13.76583885209713,73.93612030905078,7,7,7,0,0,7,부산진초; 성북초; 성전초; 양동초; 양성초; 양정초; 전포초,,HIGH_NO_CONFIRMED,47.90739514348786,BROAD_MEDIAN_FALLBACK,NO_CONFIRMED_EDGE,False,False,LOW_QUALITY_LOW_DEMAND,CONFIRMED_DATA_INSUFFICIENT
S020001628,반송중학교,해운대구,부산광역시해운대교육지원청,N,N,21.970588235294116,2025.0,255.0,82.7,3.0,"2023,2024,2025",0.8748091945458499,False,0.9941520467836257,scored,,,,,,0,0,36.237178072111845,38.63543046357616,47.1682119205298,22.90789183222958,47.1682119205298,3,3,3,0,0,3,반산초; 송운초; 운봉초,,HIGH_NO_CONFIRMED,38.63543046357616,BROAD_MEDIAN_FALLBACK,NO_CONFIRMED_EDGE,False,False,LOW_QUALITY_LOW_DEMAND,CONFIRMED_DATA_INSUFFICIENT
S020001229,주감중학교,사상구,부산광역시북부교육지원청,N,N,21.176470588235293,2025.0,305.0,101.6,3.0,"2023,2024,2025",0.7761928622433986,False,0.9941520467836257,scored,58.16153421633554,58.16153421633554,58.16153421633554,58.16153421633554,58.16153421633554,1,1,58.16153421633554,58.16153421633554,58.16153421633554,58.16153421633554,58.16153421633554,1,1,0,0,0,1,주감초,0.0,MEDIUM,58.16153421633554,CONFIRMED_MEDIAN,COMPLETE,False,False,LOW_QUALITY_LOW_DEMAND,NOT_HIGH_DEMAND
S020000957,개림중학교,부산진구,부산광역시남부교육지원청,N,N,21.14705882352941,2025.0,568.0,188.4,3.0,"2023,2024,2025",0.7905683997788222,False,0.9941520467836257,scored,,,,,,0,0,53.95029663355408,50.93843818984548,82.4255518763797,34.290342163355405,78.03932119205298,8,8,8,0,0,8,가야초; 개금초; 개림초; 개원초; 개포초; 개화초; 당감초; 동원초,,HIGH_NO_CONFIRMED,50.93843818984548,BROAD_MEDIAN_FALLBACK,NO_CONFIRMED_EDGE,False,False,LOW_QUALITY_LOW_DEMAND,CONFIRMED_DATA_INSUFFICIENT
S020001226,엄궁중학교,사상구,부산광역시북부교육지원청,N,N,19.882352941176475,2025.0,531.0,171.2,3.0,"2023,2024,2025",0.707163029413637,False,0.9941520467836257,scored,,,,,,0,0,41.604433406916854,40.93316777041943,52.09056291390729,31.78956953642384,52.09056291390729,3,3,3,0,0,3,동궁초; 엄궁초; 학진초,,HIGH_NO_CONFIRMED,40.93316777041943,BROAD_MEDIAN_FALLBACK,NO_CONFIRMED_EDGE,False,False,LOW_QUALITY_LOW_DEMAND,CONFIRMED_DATA_INSUFFICIENT
S020001639,장안중학교,기장군,부산광역시해운대교육지원청,N,N,19.499999999999996,2025.0,390.0,128.7,3.0,"2023,2024,2025",0.65871578759511,False,0.9941520467836257,scored,,,,,,0,0,58.230187637969095,58.230187637969095,58.230187637969095,58.230187637969095,58.230187637969095,1,1,1,0,0,1,방곡초,,HIGH_NO_CONFIRMED,58.230187637969095,BROAD_MEDIAN_FALLBACK,NO_CONFIRMED_EDGE,False,False,LOW_QUALITY_LOW_DEMAND,CONFIRMED_DATA_INSUFFICIENT
S020000600,경남여자중학교,동구,부산광역시남부교육지원청,N,N,19.323529411764707,2025.0,381.0,122.69999999999999,3.0,"2023,2024,2025",0.7252317286149079,False,0.9941520467836257,scored,,,,,,0,0,40.33125459896983,39.512499999999996,67.08349889624725,15.836147902869758,63.05780905077263,6,6,6,0,0,6,광일초; 동일중앙초; 봉래초; 수성초; 수정초; 초량초,,HIGH_NO_CONFIRMED,39.512499999999996,BROAD_MEDIAN_FALLBACK,NO_CONFIRMED_EDGE,False,False,LOW_QUALITY_LOW_DEMAND,CONFIRMED_DATA_INSUFFICIENT
S020001641,재송중학교,해운대구,부산광역시해운대교육지원청,N,N,18.88235294117647,2025.0,401.0,130.4,3.0,"2023,2024,2025",0.7002677074207011,False,0.9941520467836257,scored,,,,,,0,0,35.18685614422369,32.11699779249449,64.27847682119204,20.46280353200883,52.546440397350985,6,6,6,0,1,6,반안초; 삼어초; 송수초; 신재초; 신진초; 재송초,,HIGH_NO_CONFIRMED,32.11699779249449,BROAD_MEDIAN_FALLBACK,NO_CONFIRMED_EDGE,False,False,LOW_QUALITY_LOW_DEMAND,CONFIRMED_DATA_INSUFFICIENT
S020001221,모라중학교,사상구,부산광역시북부교육지원청,N,N,18.705882352941178,2025.0,513.0,167.1,3.0,"2023,2024,2025",0.7885352295823278,False,0.9941520467836257,scored,52.0983995584989,52.0983995584989,61.79635761589404,42.40044150110375,61.79635761589404,2,2,46.729801324503306,46.140066225165555,61.79635761589404,30.155077262693155,57.771578366445915,6,6,4,0,0,6,덕포초; 모덕초; 모라초; 모산초; 사상초; 삼덕초,5.958333333333343,HIGH,52.0983995584989,CONFIRMED_MEDIAN,COMPLETE,False,False,LOW_QUALITY_LOW_DEMAND,NOT_HIGH_DEMAND
S020001203,가람중학교,북구,부산광역시북부교육지원청,N,N,18.588235294117645,2025.0,254.0,76.5,3.0,"2023,2024,2025",0.9278282889697281,False,0.9941520467836257,scored,,,,,,0,0,39.64295805739514,37.17687637969095,52.61782560706401,30.766556291390724,47.05524282560706,5,5,5,0,0,5,구남초; 구포초; 덕천초; 신천초; 포천초,,HIGH_NO_CONFIRMED,37.17687637969095,BROAD_MEDIAN_FALLBACK,NO_CONFIRMED_EDGE,False,False,LOW_QUALITY_LOW_DEMAND,CONFIRMED_DATA_INSUFFICIENT
S020001208,금곡중학교,북구,부산광역시북부교육지원청,N,N,18.411764705882348,2025.0,273.0,90.4,3.0,"2023,2024,2025",0.8940349276670637,False,0.9941520467836257,scored,34.53509933774835,34.53509933774835,45.725717439293604,23.34448123620309,45.725717439293604,2,2,34.53509933774835,34.53509933774835,45.725717439293604,23.34448123620309,45.725717439293604,2,2,0,0,0,2,금곡초; 금창초,0.0,MEDIUM,34.53509933774835,CONFIRMED_MEDIAN,COMPLETE,False,False,LOW_QUALITY_LOW_DEMAND,NOT_HIGH_DEMAND
S020001405,다대중학교,사하구,부산광역시서부교육지원청,N,N,18.176470588235293,2025.0,484.0,159.5,3.0,"2023,2024,2025",0.8256949551966991,False,0.9941520467836257,scored,,,,,,0,0,36.937086092715234,36.48769315673289,39.043377483443706,35.72958057395144,39.043377483443706,4,4,4,0,0,4,다대초; 몰운대초; 응봉초; 중현초,,HIGH_NO_CONFIRMED,36.48769315673289,BROAD_MEDIAN_FALLBACK,NO_CONFIRMED_EDGE,False,False,LOW_QUALITY_LOW_DEMAND,CONFIRMED_DATA_INSUFFICIENT
S020001207,구포중학교,북구,부산광역시북부교육지원청,N,N,18.147058823529413,2025.0,293.0,99.0,3.0,"2023,2024,2025",0.8920590961054709,False,0.9941520467836257,scored,,,,,,0,0,41.862058498896246,39.33476821192053,52.61782560706401,36.16087196467991,52.61782560706401,4,4,4,0,0,4,구남초; 구포초; 신천초; 포천초,,HIGH_NO_CONFIRMED,39.33476821192053,BROAD_MEDIAN_FALLBACK,NO_CONFIRMED_EDGE,False,False,LOW_QUALITY_LOW_DEMAND,CONFIRMED_DATA_INSUFFICIENT
S020001629,반안중학교,해운대구,부산광역시해운대교육지원청,N,N,16.294117647058826,2025.0,455.0,148.3,3.0,"2023,2024,2025",0.6006555203741766,False,0.9941520467836257,scored,,,,,,0,0,41.179083885209714,37.381015452538634,64.27847682119204,20.46280353200883,63.36007174392936,5,5,5,0,0,5,반안초; 삼어초; 신재초; 신진초; 인지초,,HIGH_NO_CONFIRMED,37.381015452538634,BROAD_MEDIAN_FALLBACK,NO_CONFIRMED_EDGE,False,False,LOW_QUALITY_LOW_DEMAND,CONFIRMED_DATA_INSUFFICIENT
S020001216,덕천중학교,북구,부산광역시북부교육지원청,N,N,15.705882352941176,2025.0,361.0,116.9,3.0,"2023,2024,2025",0.8995798202950176,False,0.9941520467836257,scored,47.34862030905077,47.34862030905077,67.33973509933774,27.357505518763798,67.33973509933774,2,2,40.95625,34.56387969094923,67.33973509933774,27.357505518763798,67.33973509933774,4,4,2,0,0,4,덕성초; 덕천초; 양덕초; 양천초,12.784740618101544,HIGH,47.34862030905077,CONFIRMED_MEDIAN,COMPLETE,False,False,LOW_QUALITY_LOW_DEMAND,NOT_HIGH_DEMAND
S020002069,모전중학교,기장군,부산광역시해운대교육지원청,N,N,8.088235294117647,2025.0,940.0,325.3,3.0,"2023,2024,2025",0.7872621239065529,False,0.9941520467836257,scored,,,,,,0,0,56.60325607064018,58.230187637969095,72.22753863134659,39.352041942604856,72.22753863134659,3,3,3,0,0,3,달산초; 방곡초; 정관초,,HIGH_NO_CONFIRMED,58.230187637969095,BROAD_MEDIAN_FALLBACK,NO_CONFIRMED_EDGE,False,False,LOW_QUALITY_LOW_DEMAND,CONFIRMED_DATA_INSUFFICIENT
