kapt_code,complex_name,sigungu,dong,households,eligible_households,confirmed_households,priced_households,valuation_scope,market_cap_krw,partial_cap_krw,per_household_krw,status,release_status,reason,rank,district_rank,adjusted_market_cap_krw,estimated_households,adjusted_status,adjusted_scope,adjustment_source
A10023725,백양산 베스티움에코포레,북구,만덕동,593.0,593.0,593.0,593.0,전체 분양 주거 세대,165770000000.0,165770000000.0,279544688.0269815,산정 완료,VERIFIED_MASTER,,312.0,32.0,165770000000.0,0,산정 완료,전체 분양 주거 세대,
A60607004,청학영도신도브래뉴,영도구,청학동,508.0,508.0,508.0,508.0,전체 분양 주거 세대,165730000000.0,165730000000.0,326240157.48031497,산정 완료,VERIFIED_MASTER,,313.0,4.0,165730000000.0,0,산정 완료,전체 분양 주거 세대,
A60775605,동래우성아파트,동래구,낙민동,531.0,531.0,531.0,531.0,전체 분양 주거 세대,165370000000.0,165370000000.0,311431261.77024484,산정 완료,VERIFIED_MASTER,,314.0,27.0,165370000000.0,0,산정 완료,전체 분양 주거 세대,
A60877907,대연청구아파트,남구,대연동,604.0,604.0,604.0,604.0,전체 분양 주거 세대,164340000000.0,164340000000.0,272086092.7152318,산정 완료,VERIFIED_MASTER,,315.0,18.0,164340000000.0,0,산정 완료,전체 분양 주거 세대,
A61777010,학장무학,사상구,학장동,893.0,893.0,893.0,893.0,전체 분양 주거 세대,164012500000.0,164012500000.0,183664613.66181412,산정 완료,VERIFIED_MASTER,,316.0,19.0,164012500000.0,0,산정 완료,전체 분양 주거 세대,
A60483404,신평한신아파트,사하구,신평동,937.0,937.0,937.0,937.0,전체 분양 주거 세대,161140000000.0,161140000000.0,171974386.339381,산정 완료,VERIFIED_MASTER,,317.0,18.0,161140000000.0,0,산정 완료,전체 분양 주거 세대,
A61682907,만덕동원,북구,만덕동,988.0,988.0,988.0,988.0,전체 분양 주거 세대,161110000000.0,161110000000.0,163066801.6194332,산정 완료,VERIFIED_MASTER,,318.0,33.0,161110000000.0,0,산정 완료,전체 분양 주거 세대,
A61776508,엄궁대림아파트,사상구,엄궁동,741.0,741.0,741.0,741.0,전체 분양 주거 세대,156832500000.0,156832500000.0,211649797.5708502,산정 완료,VERIFIED_MASTER,,319.0,20.0,156832500000.0,0,산정 완료,전체 분양 주거 세대,
A61478807,화인연지아파트,부산진구,연지동,654.0,654.0,654.0,654.0,전체 분양 주거 세대,155090000000.0,155090000000.0,237140672.7828746,산정 완료,VERIFIED_MASTER,,320.0,41.0,155090000000.0,0,산정 완료,전체 분양 주거 세대,
A61778507,엄궁쌍용스윗닷홈,사상구,엄궁동,607.0,607.0,607.0,607.0,전체 분양 주거 세대,154835000000.0,154835000000.0,255082372.32289952,산정 완료,VERIFIED_MASTER,,321.0,21.0,154835000000.0,0,산정 완료,전체 분양 주거 세대,
A60875509,대우그린아파트,남구,대연동,691.0,691.0,691.0,691.0,전체 분양 주거 세대,153280000000.0,153280000000.0,221823444.28364688,산정 완료,VERIFIED_MASTER,,322.0,19.0,153280000000.0,0,산정 완료,전체 분양 주거 세대,
A10027026,지사과학단지 삼정그린코아아파트,강서구,지사동,1013.0,1013.0,1013.0,1013.0,전체 분양 주거 세대,152911000000.0,152911000000.0,150948667.3247779,산정 완료,VERIFIED_MASTER,,323.0,23.0,152911000000.0,0,산정 완료,전체 분양 주거 세대,
A61777411,학장삼정그린코아,사상구,학장동,511.0,511.0,511.0,511.0,전체 분양 주거 세대,152775000000.0,152775000000.0,298972602.739726,산정 완료,VERIFIED_MASTER,,324.0,22.0,152775000000.0,0,산정 완료,전체 분양 주거 세대,
A60270501,부민e-편한세상아파트,서구,부민동3가,613.0,613.0,613.0,613.0,전체 분양 주거 세대,152295000000.0,152295000000.0,248442088.09135398,산정 완료,VERIFIED_MASTER,,325.0,5.0,152295000000.0,0,산정 완료,전체 분양 주거 세대,
A61482303,백양푸른채,부산진구,당감동,1116.0,1116.0,1116.0,1116.0,전체 분양 주거 세대,151150000000.0,151150000000.0,135439068.10035843,산정 완료,VERIFIED_MASTER,,326.0,42.0,151150000000.0,0,산정 완료,전체 분양 주거 세대,
A60877107,우암일신보라,남구,우암동,661.0,661.0,661.0,661.0,전체 분양 주거 세대,150360000000.0,150360000000.0,227473524.96217853,산정 완료,VERIFIED_MASTER,,327.0,20.0,150360000000.0,0,산정 완료,전체 분양 주거 세대,
A60975404,부곡뉴그린아파트,금정구,부곡동,990.0,990.0,990.0,990.0,전체 분양 주거 세대,149625000000.0,149625000000.0,151136363.63636363,산정 완료,VERIFIED_MASTER,,328.0,17.0,149625000000.0,0,산정 완료,전체 분양 주거 세대,
A61996102,정관센트럴파크,기장군,정관읍,588.0,588.0,588.0,588.0,전체 분양 주거 세대,149140000000.0,149140000000.0,253639455.78231293,산정 완료,VERIFIED_MASTER,,329.0,17.0,149140000000.0,0,산정 완료,전체 분양 주거 세대,
A60477315,장림현대아파트,사하구,장림동,828.0,828.0,828.0,828.0,전체 분양 주거 세대,148980000000.0,148980000000.0,179927536.23188406,산정 완료,VERIFIED_MASTER,,330.0,19.0,148980000000.0,0,산정 완료,전체 분양 주거 세대,
A60876301,용호일신프리빌리지,남구,용호동,518.0,518.0,518.0,518.0,전체 분양 주거 세대,148375000000.0,148375000000.0,286438223.93822396,산정 완료,VERIFIED_MASTER,,331.0,21.0,148375000000.0,0,산정 완료,전체 분양 주거 세대,
A61610003,덕천동롯데아파트,북구,덕천동,705.0,705.0,705.0,705.0,전체 분양 주거 세대,147855000000.0,147855000000.0,209723404.25531915,산정 완료,VERIFIED_MASTER,,332.0,34.0,147855000000.0,0,산정 완료,전체 분양 주거 세대,
A60675110,함지그린,영도구,동삼동,1000.0,1000.0,1000.0,1000.0,전체 분양 주거 세대,146000000000.0,146000000000.0,146000000.0,산정 완료,VERIFIED_MASTER,,333.0,5.0,146000000000.0,0,산정 완료,전체 분양 주거 세대,
A60484514,장림협성르네상스타운,사하구,장림동,650.0,650.0,650.0,650.0,전체 분양 주거 세대,143680000000.0,143680000000.0,221046153.84615386,산정 완료,VERIFIED_MASTER,,334.0,20.0,143680000000.0,0,산정 완료,전체 분양 주거 세대,
A61678804,럭키만덕2차아파트,북구,만덕동,714.0,714.0,714.0,714.0,전체 분양 주거 세대,139230000000.0,139230000000.0,195000000.0,산정 완료,VERIFIED_MASTER,,335.0,35.0,139230000000.0,0,산정 완료,전체 분양 주거 세대,
A60780104,중앙하이츠2차아파트,동래구,낙민동,511.0,511.0,511.0,511.0,전체 분양 주거 세대,137492500000.0,137492500000.0,269065557.7299413,산정 완료,VERIFIED_MASTER,,336.0,28.0,137492500000.0,0,산정 완료,전체 분양 주거 세대,
A61675806,만덕삼성아파트,북구,만덕동,600.0,600.0,600.0,600.0,전체 분양 주거 세대,136310000000.0,136310000000.0,227183333.33333334,산정 완료,VERIFIED_MASTER,,337.0,36.0,136310000000.0,0,산정 완료,전체 분양 주거 세대,
A61823002,금강펜테리움,강서구,지사동,1111.0,1111.0,1111.0,1111.0,전체 분양 주거 세대,136097500000.0,136097500000.0,122500000.0,산정 완료,VERIFIED_MASTER,,338.0,24.0,136097500000.0,0,산정 완료,전체 분양 주거 세대,
A60875305,감만현대1차아파트,남구,감만동,885.0,885.0,885.0,885.0,전체 분양 주거 세대,135420000000.0,135420000000.0,153016949.15254238,산정 완료,VERIFIED_MASTER,,339.0,22.0,135420000000.0,0,산정 완료,전체 분양 주거 세대,
A61678706,럭키만덕1차아파트,북구,만덕동,900.0,900.0,900.0,900.0,전체 분양 주거 세대,135000000000.0,135000000000.0,150000000.0,산정 완료,VERIFIED_MASTER,,340.0,37.0,135000000000.0,0,산정 완료,전체 분양 주거 세대,
A61676006,금곡한솔아파트,북구,금곡동,532.0,532.0,532.0,532.0,전체 분양 주거 세대,134520000000.0,134520000000.0,252857142.85714287,산정 완료,VERIFIED_MASTER,,341.0,38.0,134520000000.0,0,산정 완료,전체 분양 주거 세대,
A60480608,부영벽산파라빌아파트,사하구,감천동,634.0,634.0,634.0,634.0,전체 분양 주거 세대,134400000000.0,134400000000.0,211987381.70347002,산정 완료,VERIFIED_MASTER,,342.0,21.0,134400000000.0,0,산정 완료,전체 분양 주거 세대,
A60680912,절영아파트,영도구,동삼동,1340.0,1340.0,1340.0,1340.0,전체 분양 주거 세대,134000000000.0,134000000000.0,100000000.0,산정 완료,VERIFIED_MASTER,,343.0,6.0,134000000000.0,0,산정 완료,전체 분양 주거 세대,
A60275104,남성한빛아파트,서구,서대신동3가,564.0,564.0,564.0,564.0,전체 분양 주거 세대,131020000000.0,131020000000.0,232304964.5390071,산정 완료,VERIFIED_MASTER,,344.0,6.0,131020000000.0,0,산정 완료,전체 분양 주거 세대,
A60880104,감만동일스위트아파트,남구,감만동,548.0,548.0,548.0,548.0,전체 분양 주거 세대,130835000000.0,130835000000.0,238750000.0,산정 완료,VERIFIED_MASTER,,345.0,23.0,130835000000.0,0,산정 완료,전체 분양 주거 세대,
A60872101,대림문현시티프라자,남구,문현동,521.0,521.0,521.0,521.0,전체 분양 주거 세대,128655000000.0,128655000000.0,246938579.65451056,산정 완료,VERIFIED_MASTER,,346.0,24.0,128655000000.0,0,산정 완료,전체 분양 주거 세대,
A61777105,학장벽산아파트,사상구,학장동,526.0,526.0,526.0,526.0,전체 분양 주거 세대,126640000000.0,126640000000.0,240760456.27376425,산정 완료,VERIFIED_MASTER,,347.0,23.0,126640000000.0,0,산정 완료,전체 분양 주거 세대,
A61682303,덕천주공1단지아파트,북구,덕천동,1320.0,1320.0,1320.0,1320.0,전체 분양 주거 세대,124192500000.0,124192500000.0,94085227.27272727,산정 완료,VERIFIED_MASTER,,348.0,39.0,124192500000.0,0,산정 완료,전체 분양 주거 세대,
A61482302,백양뜨란채아파트,부산진구,당감동,851.0,851.0,851.0,851.0,전체 분양 주거 세대,123332500000.0,123332500000.0,144926556.99177438,산정 완료,VERIFIED_MASTER,,349.0,43.0,123332500000.0,0,산정 완료,전체 분양 주거 세대,
A61273507,반송삼한2차,해운대구,반송동,848.0,848.0,848.0,848.0,전체 분양 주거 세대,118770000000.0,118770000000.0,140058962.26415095,산정 완료,VERIFIED_MASTER,,350.0,62.0,118770000000.0,0,산정 완료,전체 분양 주거 세대,
A61279802,일동미라주,해운대구,반여동,564.0,564.0,564.0,564.0,전체 분양 주거 세대,117030000000.0,117030000000.0,207500000.0,산정 완료,VERIFIED_MASTER,,351.0,63.0,117030000000.0,0,산정 완료,전체 분양 주거 세대,
A61676316,금곡주공3단지아파트,북구,금곡동,1484.0,1484.0,1484.0,1484.0,전체 분양 주거 세대,116840000000.0,116840000000.0,78733153.63881402,산정 완료,VERIFIED_MASTER,,352.0,40.0,116840000000.0,0,산정 완료,전체 분양 주거 세대,
A61485906,연지2차청구아파트,부산진구,연지동,554.0,554.0,554.0,554.0,전체 분양 주거 세대,116694000000.0,116694000000.0,210638989.16967508,산정 완료,VERIFIED_MASTER,,353.0,44.0,116694000000.0,0,산정 완료,전체 분양 주거 세대,
A61777806,학장동2차삼성,사상구,학장동,549.0,549.0,549.0,549.0,전체 분양 주거 세대,116300000000.0,116300000000.0,211839708.56102005,산정 완료,VERIFIED_MASTER,,354.0,24.0,116300000000.0,0,산정 완료,전체 분양 주거 세대,
A60476604,다대코오롱아파트(코오롱맨션),사하구,다대동,520.0,520.0,520.0,520.0,전체 분양 주거 세대,115782500000.0,115782500000.0,222658653.84615386,산정 완료,VERIFIED_MASTER,,355.0,22.0,115782500000.0,0,산정 완료,전체 분양 주거 세대,
A61409302,당감뜨란채아파트,부산진구,부암동,630.0,630.0,630.0,630.0,전체 분양 주거 세대,115345000000.0,115345000000.0,183087301.58730158,산정 완료,VERIFIED_MASTER,,356.0,45.0,115345000000.0,0,산정 완료,전체 분양 주거 세대,
A60106001,한성기린프라자,동구,범일동,547.0,547.0,547.0,547.0,전체 분양 주거 세대,113370000000.0,113370000000.0,207257769.65265083,산정 완료,VERIFIED_MASTER,,357.0,6.0,113370000000.0,0,산정 완료,전체 분양 주거 세대,
A61409003,일성in4아파트,부산진구,부암동,546.0,546.0,546.0,546.0,전체 분양 주거 세대,110460000000.0,110460000000.0,202307692.30769232,산정 완료,VERIFIED_MASTER,,358.0,46.0,110460000000.0,0,산정 완료,전체 분양 주거 세대,
A61777711,학장목화,사상구,학장동,999.0,999.0,999.0,999.0,전체 분양 주거 세대,108180000000.0,108180000000.0,108288288.2882883,산정 완료,VERIFIED_MASTER,,359.0,25.0,108180000000.0,0,산정 완료,전체 분양 주거 세대,
A61683305,그린숲속(화명그린24),북구,화명동,900.0,900.0,900.0,900.0,전체 분양 주거 세대,108000000000.0,108000000000.0,120000000.0,산정 완료,VERIFIED_MASTER,,360.0,41.0,108000000000.0,0,산정 완료,전체 분양 주거 세대,
A61777409,구덕대림,사상구,학장동,825.0,825.0,825.0,825.0,전체 분양 주거 세대,107287500000.0,107287500000.0,130045454.54545455,산정 완료,VERIFIED_MASTER,,361.0,26.0,107287500000.0,0,산정 완료,전체 분양 주거 세대,
A10028142,가화만사성정관타운아파트,기장군,정관읍,560.0,560.0,560.0,560.0,전체 분양 주거 세대,106500000000.0,106500000000.0,190178571.42857143,산정 완료,VERIFIED_MASTER,,362.0,18.0,106500000000.0,0,산정 완료,전체 분양 주거 세대,
A61781005,덕포자유아파트,사상구,덕포동,780.0,780.0,780.0,780.0,전체 분양 주거 세대,106500000000.0,106500000000.0,136538461.53846154,산정 완료,VERIFIED_MASTER,,362.0,27.0,106500000000.0,0,산정 완료,전체 분양 주거 세대,
A61280805,삼한그린타운1차아파트,해운대구,반송동,560.0,560.0,560.0,560.0,전체 분양 주거 세대,106400000000.0,106400000000.0,190000000.0,산정 완료,VERIFIED_MASTER,,364.0,64.0,106400000000.0,0,산정 완료,전체 분양 주거 세대,
A60474516,장림신세대지큐빌아파트,사하구,장림동,990.0,990.0,990.0,990.0,전체 분양 주거 세대,104900000000.0,104900000000.0,105959595.95959596,산정 완료,VERIFIED_MASTER,,365.0,23.0,104900000000.0,0,산정 완료,전체 분양 주거 세대,
A60680909,국제마마뉴비치,영도구,동삼동,522.0,522.0,522.0,522.0,전체 분양 주거 세대,104815000000.0,104815000000.0,200795019.15708813,산정 완료,VERIFIED_MASTER,,366.0,7.0,104815000000.0,0,산정 완료,전체 분양 주거 세대,
A61776907,학장금강,사상구,학장동,730.0,730.0,730.0,730.0,전체 분양 주거 세대,104800000000.0,104800000000.0,143561643.83561644,산정 완료,VERIFIED_MASTER,,367.0,28.0,104800000000.0,0,산정 완료,전체 분양 주거 세대,
A60607003,신영도롯데낙천대,영도구,청학동,528.0,528.0,528.0,528.0,전체 분양 주거 세대,102581000000.0,102581000000.0,194282196.96969697,산정 완료,VERIFIED_MASTER,,368.0,8.0,102581000000.0,0,산정 완료,전체 분양 주거 세대,
A60474307,다대해송아파트,사하구,다대동,714.0,714.0,714.0,714.0,전체 분양 주거 세대,101745000000.0,101745000000.0,142500000.0,산정 완료,VERIFIED_MASTER,,369.0,24.0,101745000000.0,0,산정 완료,전체 분양 주거 세대,
A61775202,모라백양그린아파트,사상구,모라동,1080.0,1080.0,1080.0,1080.0,전체 분양 주거 세대,101475000000.0,101475000000.0,93958333.33333333,산정 완료,VERIFIED_MASTER,,370.0,29.0,101475000000.0,0,산정 완료,전체 분양 주거 세대,
A61676814,금곡9단지주공,북구,금곡동,1366.0,1366.0,1366.0,1366.0,전체 분양 주거 세대,99555000000.0,99555000000.0,72880673.49926794,산정 완료,VERIFIED_MASTER,,371.0,42.0,99555000000.0,0,산정 완료,전체 분양 주거 세대,
A61477009,개금우드빌,부산진구,개금동,980.0,980.0,980.0,980.0,전체 분양 주거 세대,99250000000.0,99250000000.0,101275510.20408164,산정 완료,VERIFIED_MASTER,,372.0,47.0,99250000000.0,0,산정 완료,전체 분양 주거 세대,
A61677608,기비골마을아파트,북구,덕천동,825.0,825.0,825.0,825.0,전체 분양 주거 세대,96412500000.0,96412500000.0,116863636.36363636,산정 완료,VERIFIED_MASTER,,373.0,43.0,96412500000.0,0,산정 완료,전체 분양 주거 세대,
A61273306,벽산삼협한솔,해운대구,반송동,764.0,764.0,764.0,764.0,전체 분양 주거 세대,95500000000.0,95500000000.0,125000000.0,산정 완료,VERIFIED_MASTER,,374.0,65.0,95500000000.0,0,산정 완료,전체 분양 주거 세대,
A60474905,한신혜성아파트,사하구,하단동,533.0,533.0,533.0,533.0,전체 분양 주거 세대,94162500000.0,94162500000.0,176665103.18949345,산정 완료,VERIFIED_MASTER,,375.0,25.0,94162500000.0,0,산정 완료,전체 분양 주거 세대,
A61784213,구학마을아파트,사상구,학장동,1110.0,1110.0,1110.0,1110.0,전체 분양 주거 세대,91575000000.0,91575000000.0,82500000.0,산정 완료,VERIFIED_MASTER,,376.0,30.0,91575000000.0,0,산정 완료,전체 분양 주거 세대,
A61673305,화명유림아파트,북구,화명동,506.0,506.0,506.0,506.0,전체 분양 주거 세대,86020000000.0,86020000000.0,170000000.0,산정 완료,VERIFIED_MASTER,,377.0,44.0,86020000000.0,0,산정 완료,전체 분양 주거 세대,
A60976502,부곡늘푸른아파트,금정구,부곡동,885.0,735.0,735.0,735.0,분양 세대만 (임대 제외),83775000000.0,83775000000.0,113979591.8367347,산정 완료,VERIFIED_MASTER,,378.0,18.0,83775000000.0,0,산정 완료,분양 세대만 (임대 제외),
A61681107,금곡화목타운,북구,금곡동,576.0,576.0,576.0,576.0,전체 분양 주거 세대,83520000000.0,83520000000.0,145000000.0,산정 완료,VERIFIED_MASTER,,379.0,45.0,83520000000.0,0,산정 완료,전체 분양 주거 세대,
A61775401,백양푸른숲입주자대표회의,사상구,모라동,900.0,900.0,900.0,900.0,전체 분양 주거 세대,82740000000.0,82740000000.0,91933333.33333333,산정 완료,VERIFIED_MASTER,,380.0,31.0,82740000000.0,0,산정 완료,전체 분양 주거 세대,
A60403002,신평럭키무지개타운아파트,사하구,신평동,505.0,505.0,505.0,505.0,전체 분양 주거 세대,80685000000.0,80685000000.0,159772277.22772276,산정 완료,VERIFIED_MASTER,,381.0,26.0,80685000000.0,0,산정 완료,전체 분양 주거 세대,
A61681108,금곡조성협진아파트,북구,금곡동,576.0,576.0,576.0,576.0,전체 분양 주거 세대,80640000000.0,80640000000.0,140000000.0,산정 완료,VERIFIED_MASTER,,382.0,46.0,80640000000.0,0,산정 완료,전체 분양 주거 세대,
A61679207,도시화명그린(21B)아파트,북구,화명동,720.0,720.0,720.0,720.0,전체 분양 주거 세대,79200000000.0,79200000000.0,110000000.0,산정 완료,VERIFIED_MASTER,,383.0,47.0,79200000000.0,0,산정 완료,전체 분양 주거 세대,
A61283211,재송그린,해운대구,재송동,560.0,560.0,560.0,560.0,전체 분양 주거 세대,76250000000.0,76250000000.0,136160714.2857143,산정 완료,VERIFIED_MASTER,,384.0,66.0,76250000000.0,0,산정 완료,전체 분양 주거 세대,
A60475408,국제그린아파트,사하구,다대동,996.0,996.0,996.0,996.0,전체 분양 주거 세대,74700000000.0,74700000000.0,75000000.0,산정 완료,VERIFIED_MASTER,,385.0,27.0,74700000000.0,0,산정 완료,전체 분양 주거 세대,
A60481703,구평1차자유아파트,사하구,구평동,584.0,584.0,584.0,584.0,전체 분양 주거 세대,73405000000.0,73405000000.0,125693493.15068494,산정 완료,VERIFIED_MASTER,,386.0,28.0,73405000000.0,0,산정 완료,전체 분양 주거 세대,
A61283410,센텀동국아파트,해운대구,재송동,536.0,536.0,536.0,536.0,전체 분양 주거 세대,71572000000.0,71572000000.0,133529850.74626866,산정 완료,VERIFIED_MASTER,,387.0,67.0,71572000000.0,0,산정 완료,전체 분양 주거 세대,
A60475509,다대푸른아파트,사하구,다대동,640.0,640.0,640.0,640.0,전체 분양 주거 세대,67200000000.0,67200000000.0,105000000.0,산정 완료,VERIFIED_MASTER,,388.0,29.0,67200000000.0,0,산정 완료,전체 분양 주거 세대,
A61676509,금곡주공5단지아파트,북구,금곡동,713.0,713.0,713.0,713.0,전체 분양 주거 세대,67184000000.0,67184000000.0,94227208.97615708,산정 완료,VERIFIED_MASTER,,389.0,48.0,67184000000.0,0,산정 완료,전체 분양 주거 세대,
A61676605,금곡주공6단지아파트,북구,금곡동,504.0,504.0,504.0,504.0,전체 분양 주거 세대,52920000000.0,52920000000.0,105000000.0,산정 완료,VERIFIED_MASTER,,390.0,49.0,52920000000.0,0,산정 완료,전체 분양 주거 세대,
A60475305,신다대아파트,사하구,다대동,570.0,570.0,570.0,570.0,전체 분양 주거 세대,39900000000.0,39900000000.0,70000000.0,산정 완료,VERIFIED_MASTER,,391.0,30.0,39900000000.0,0,산정 완료,전체 분양 주거 세대,
A61402003,서면베르빌2,부산진구,범천동,606.0,606.0,606.0,606.0,전체 분양 주거 세대,38542000000.0,38542000000.0,63600660.0660066,산정 완료,VERIFIED_MASTER,,392.0,48.0,38542000000.0,0,산정 완료,전체 분양 주거 세대,
A60475412,다대다송,사하구,다대동,500.0,500.0,500.0,500.0,전체 분양 주거 세대,28750000000.0,28750000000.0,57500000.0,산정 완료,VERIFIED_MASTER,,393.0,31.0,28750000000.0,0,산정 완료,전체 분양 주거 세대,
A10020002,드파인 광안,수영구,광안동,1233.0,1233.0,1169.0,0.0,전체 분양 주거 세대,,,,산정 불완전,VERIFIED_MASTER,평형 세대수 합계 불일치; KB 시세 또는 타입 연결 부족,,,,0,산정 불완전,전체 분양 주거 세대,
A10020004,롯데캐슬 인피니엘,남구,문현동,715.0,715.0,715.0,0.0,전체 분양 주거 세대,,,,산정 불완전,VERIFIED_MASTER,KB 시세 또는 타입 연결 부족,,,,0,산정 불완전,전체 분양 주거 세대,
A10020020,부산에코델타시티 디에트르 더 퍼스트아파트,강서구,강동동,972.0,972.0,972.0,0.0,전체 분양 주거 세대,,,,산정 불완전,VERIFIED_MASTER,KB 시세 또는 타입 연결 부족,,,,0,산정 불완전,전체 분양 주거 세대,
A10020213,가야역롯데캐슬스카이엘아파트,부산진구,가야동,725.0,725.0,725.0,0.0,전체 분양 주거 세대,,,,산정 불완전,VERIFIED_MASTER,KB 시세 또는 타입 연결 부족,,,,0,산정 불완전,전체 분양 주거 세대,
A10020264,에코델타 더 베르힐 아파트,강서구,강동동,1120.0,1120.0,1120.0,0.0,전체 분양 주거 세대,,,,산정 불완전,VERIFIED_MASTER,KB 시세 또는 타입 연결 부족,,,,0,산정 불완전,전체 분양 주거 세대,
A10020289,두산위브더제니스 오션시티 ,남구,우암동,3048.0,3048.0,3048.0,0.0,전체 분양 주거 세대,,,,산정 불완전,VERIFIED_MASTER,임대·혼합 분양 범위 확인 필요; KB 시세 또는 타입 연결 부족,,,,0,산정 불완전,전체 분양 주거 세대,
A10020313,일광동원로얄듀크,기장군,일광읍,1134.0,1134.0,0.0,0.0,전체 분양 주거 세대,,,,산정 불완전,EXCLUDED_RENTAL_ONLY,임대 전용 제외; 임대·혼합 분양 범위 확인 필요,,,,0,산정 불완전,전체 분양 주거 세대,
A10020378,에코델타시티 푸르지오린,강서구,강동동,895.0,895.0,886.0,0.0,전체 분양 주거 세대,,,,산정 불완전,VERIFIED_MASTER,평형 세대수 합계 불일치; KB 시세 또는 타입 연결 부족,,,,0,산정 불완전,전체 분양 주거 세대,
A10020498,시청앞 행복주택1단지,연제구,연산동,589.0,589.0,0.0,0.0,전체 분양 주거 세대,,,,산정 불완전,EXCLUDED_RENTAL_ONLY,임대 전용 제외; 임대·혼합 분양 범위 확인 필요,,,,0,산정 불완전,전체 분양 주거 세대,
A10020569,에코델타시티 푸르지오 센터파크,강서구,강동동,972.0,972.0,972.0,0.0,전체 분양 주거 세대,,,,산정 불완전,VERIFIED_MASTER,KB 시세 또는 타입 연결 부족,,,,0,산정 불완전,전체 분양 주거 세대,
A10020645,강서자이 에코델타,강서구,강동동,856.0,856.0,856.0,0.0,전체 분양 주거 세대,,,,산정 불완전,VERIFIED_MASTER,KB 시세 또는 타입 연결 부족,,,,0,산정 불완전,전체 분양 주거 세대,
A10020649,e편한세상 에코델타 센터포인트,강서구,강동동,953.0,953.0,953.0,0.0,전체 분양 주거 세대,,,,산정 불완전,VERIFIED_MASTER,KB 시세 또는 타입 연결 부족,,,,0,산정 불완전,전체 분양 주거 세대,
A10020870,양정자이더샵SKVIEW,부산진구,양정동,2276.0,2276.0,2276.0,0.0,전체 분양 주거 세대,,,,산정 불완전,VERIFIED_MASTER,임대·혼합 분양 범위 확인 필요; KB 시세 또는 타입 연결 부족,,,,0,산정 불완전,전체 분양 주거 세대,
A10022002,래미안포레스티지,동래구,온천동,4043.0,4043.0,4043.0,3803.0,전체 분양 주거 세대,,3544465000000.0,,산정 불완전,VERIFIED_MASTER,임대·혼합 분양 범위 확인 필요; KB 시세 또는 타입 연결 부족,,,3671370277419.0,240,보정 추정 (사용자 확인 범위),"전체 주거 세대 (4,043세대 보정 산정)",area_master 승인: KB 누락 가격의 면적 단가 및 명시적 외부 평형가격 보정
A10022267,오션라이프에일린의 뜰,영도구,동삼동,1228.0,1228.0,1228.0,0.0,전체 분양 주거 세대,,,,산정 불완전,VERIFIED_MASTER,임대·혼합 분양 범위 확인 필요; KB 시세 또는 타입 연결 부족,,,,0,산정 불완전,전체 분양 주거 세대,
A10022280,두산위브더센트럴사하,사하구,장림동,1643.0,1643.0,1643.0,1559.0,전체 분양 주거 세대,,661755000000.0,,산정 불완전,VERIFIED_MASTER,KB 시세 또는 타입 연결 부족,,,,0,산정 불완전,전체 분양 주거 세대,
A10022405,드파인센텀아파트,해운대구,반여동,750.0,750.0,750.0,496.0,전체 분양 주거 세대,,349160000000.0,,산정 불완전,VERIFIED_MASTER,임대·혼합 분양 범위 확인 필요; KB 시세 또는 타입 연결 부족,,,,0,산정 불완전,전체 분양 주거 세대,
A10022434,e편한세상 송도 더퍼스트비치,서구,암남동,1302.0,1302.0,1302.0,0.0,전체 분양 주거 세대,,,,산정 불완전,VERIFIED_MASTER,KB 시세 또는 타입 연결 부족,,,,0,산정 불완전,전체 분양 주거 세대,
A10022541,에코델타 스마트시티 수자인,강서구,강동동,554.0,554.0,554.0,0.0,전체 분양 주거 세대,,,,산정 불완전,VERIFIED_MASTER,KB 시세 또는 타입 연결 부족,,,,0,산정 불완전,전체 분양 주거 세대,
A10022568,해운대 경동리인뷰2차,해운대구,우동,632.0,632.0,632.0,0.0,전체 분양 주거 세대,,,,산정 불완전,VERIFIED_MASTER,KB 시세 또는 타입 연결 부족,,,,0,산정 불완전,전체 분양 주거 세대,
A10022847,더비치푸르지오써밋,남구,대연동,1384.0,1384.0,1384.0,1150.0,전체 분양 주거 세대,,1325605000000.0,,산정 불완전,VERIFIED_MASTER,KB 시세 또는 타입 연결 부족,,,1726942191681.0,234,보정 추정 (사용자 확인 범위),전체 주거 세대 (사용자 확인 기준),area_master 승인: KB 누락 가격의 면적 단가 및 명시적 외부 평형가격 보정
A10022890,레이카운티 아파트,연제구,거제동,4470.0,4470.0,4470.0,4148.0,전체 분양 주거 세대,,4259404360000.0,,산정 불완전,VERIFIED_MASTER,임대·혼합 분양 범위 확인 필요; KB 시세 또는 타입 연결 부족,,,4444802076070.0,322,보정 추정 (사용자 확인 범위),"전체 주거 세대 (사용자 승인 기준, 임대 포함 정밀 단가 보정)",area_master 승인: KB 누락 가격의 면적 단가 및 명시적 외부 평형가격 보정
A10022985,경동포레스트힐 행복주택 아미,서구,아미동2가,767.0,767.0,0.0,0.0,전체 분양 주거 세대,,,,산정 불완전,EXCLUDED_RENTAL_ONLY,임대 전용 제외; 임대·혼합 분양 범위 확인 필요,,,,0,산정 불완전,전체 분양 주거 세대,
