kapt_code,kapt_name,kb_complex_id,kb_complex_name,kb_url,kb_type_id,type_name,households,supply_area_sqm,exclusive_area_sqm,area_precision,kb_sale_general,kb_sale_upper,kb_sale_lower,kb_jeonse_general,kb_jeonse_upper,kb_jeonse_lower,kb_monthly_deposit,kb_monthly_low,kb_monthly_high,kb_price_date,listing_count,collected_at,source_method
A60402003,하단 SK VIEW 아파트,12610,하단동SK뷰,https://kbland.kr/map?complex=12610,101403,32평A,521,106.64,84.77,display,37000,41500,34500,25500,,,2000,88,98,,67,2026-09-18T11:20:47.629330,playwright_dom
A60402003,하단 SK VIEW 아파트,12610,하단동SK뷰,https://kbland.kr/map?complex=12610,156272,32평B,122,106.64,84.77,display,36500,41000,34000,25000,,,2000,85,98,,19,2026-09-18T11:20:47.629334,playwright_dom
A60402003,하단 SK VIEW 아파트,12610,하단동SK뷰,https://kbland.kr/map?complex=12610,132963,32평C,122,108.86,84.98,display,36500,41000,34000,25000,,,2000,85,98,,39,2026-09-18T11:20:47.629339,playwright_dom
A60402003,하단 SK VIEW 아파트,12610,하단동SK뷰,https://kbland.kr/map?complex=12610,173203,44평,146,146.15,124.23,display,55000,59000,48500,40000,,,,,,,36,2026-09-18T11:20:47.629343,playwright_dom
A60474002,장림동원로얄듀크,13085,동원로얄듀크,https://kbland.kr/map?complex=13085,12876,25평,1444,83.14,59.99,display,13250,14750,11500,12250,,,1000,48,55,,120,2026-09-18T11:20:47.629358,playwright_dom
A60474002,장림동원로얄듀크,13085,동원로얄듀크,https://kbland.kr/map?complex=13085,60915,34평,529,114.90,84.99,display,20000,22000,17000,17000,,,1000,70,73,,53,2026-09-18T11:20:47.629363,playwright_dom
A60474516,장림신세대지큐빌아파트,12187,신세대지큐빌,https://kbland.kr/map?complex=12187,101110,20평,556,67.15,49.14,display,9500,10500,8500,8350,,,1000,35,35,,47,2026-09-18T11:20:47.629377,playwright_dom
A60474516,장림신세대지큐빌아파트,12187,신세대지큐빌,https://kbland.kr/map?complex=12187,132761,23평,434,77.20,59.07,display,12000,13500,11250,10250,,,2000,40,45,,29,2026-09-18T11:20:47.629382,playwright_dom
A60405001,다대롯데캐슬몰운대,343677,다대동롯데캐슬몰운대,https://kbland.kr/map?complex=343677,1211648,24평,314,81.59,59.91,display,19000,20000,17000,16000,,,2000,60,65,,14,2026-09-18T11:20:47.629413,playwright_dom
A60405001,다대롯데캐슬몰운대,343677,다대동롯데캐슬몰운대,https://kbland.kr/map?complex=343677,1211649,33평A,543,109.15,84.97,display,25500,28000,21500,19000,,,2000,80,85,,72,2026-09-18T11:20:47.629417,playwright_dom
A60405001,다대롯데캐슬몰운대,343677,다대동롯데캐슬몰운대,https://kbland.kr/map?complex=343677,1211650,33평B,1534,111.19,84.99,display,24500,27000,21000,19000,,,2000,80,85,,125,2026-09-18T11:20:47.629422,playwright_dom
A60405001,다대롯데캐슬몰운대,343677,다대동롯데캐슬몰운대,https://kbland.kr/map?complex=343677,1211651,41평,587,137.00,106.06,display,33000,37000,28000,23000,,,2000,90,100,,62,2026-09-18T11:20:47.629426,playwright_dom
A60405001,다대롯데캐슬몰운대,343677,다대동롯데캐슬몰운대,https://kbland.kr/map?complex=343677,1211652,42평,258,140.50,117.59,display,33000,38000,29000,23000,,,2000,90,100,,27,2026-09-18T11:20:47.629430,playwright_dom
A60405001,다대롯데캐슬몰운대,343677,다대동롯데캐슬몰운대,https://kbland.kr/map?complex=343677,1211653,49평,146,164.99,140.43,display,48000,48500,39000,29000,,,2000,100,120,,38,2026-09-18T11:20:47.629434,playwright_dom
A60405001,다대롯데캐슬몰운대,343677,다대동롯데캐슬몰운대,https://kbland.kr/map?complex=343677,1211655,63평,80,210.32,183.54,display,55500,58500,49500,31000,,,2000,120,130,,23,2026-09-18T11:20:47.629439,playwright_dom
A10027306,대림e편한세상사하1차아파트,29875,e편한세상사하(1차),https://kbland.kr/map?complex=29875,28767,25평A,214,85.13,59.92,display,22250,23250,20750,20000,,,2000,70,75,,20,2026-09-18T11:20:47.629477,playwright_dom
A10027306,대림e편한세상사하1차아파트,29875,e편한세상사하(1차),https://kbland.kr/map?complex=29875,75202,25평B,128,85.55,59.71,display,22250,23250,20750,20000,,,2000,70,75,,12,2026-09-18T11:20:47.629484,playwright_dom
A10027306,대림e편한세상사하1차아파트,29875,e편한세상사하(1차),https://kbland.kr/map?complex=29875,113417,29평A,160,98.80,72.96,display,28000,29000,26000,22000,,,2000,70,75,,30,2026-09-18T11:20:47.629489,playwright_dom
A10027306,대림e편한세상사하1차아파트,29875,e편한세상사하(1차),https://kbland.kr/map?complex=29875,142425,29평B,22,98.86,72.97,display,28000,29000,26000,22000,,,2000,70,75,,6,2026-09-18T11:20:47.629493,playwright_dom
A10027306,대림e편한세상사하1차아파트,29875,e편한세상사하(1차),https://kbland.kr/map?complex=29875,163589,33평B,213,111.70,84.14,display,32500,34000,30000,24000,,,2000,90,98,,78,2026-09-18T11:20:47.629498,playwright_dom
A10027306,대림e편한세상사하1차아파트,29875,e편한세상사하(1차),https://kbland.kr/map?complex=29875,178884,33평A,270,111.76,84.99,display,34750,35750,31750,24500,,,2000,90,98,,46,2026-09-18T11:20:47.629502,playwright_dom
A10027306,대림e편한세상사하1차아파트,29875,e편한세상사하(1차),https://kbland.kr/map?complex=29875,189944,33평C,29,112.09,84.88,display,32000,33500,29500,24000,,,2000,90,98,,16,2026-09-18T11:20:47.629506,playwright_dom
A10027306,대림e편한세상사하1차아파트,29875,e편한세상사하(1차),https://kbland.kr/map?complex=29875,198017,33평D,29,112.19,84.86,display,32000,33500,29500,24000,,,2000,90,98,,12,2026-09-18T11:20:47.629511,playwright_dom
A10027306,대림e편한세상사하1차아파트,29875,e편한세상사하(1차),https://kbland.kr/map?complex=29875,204068,34평F,2,113.67,84.97,display,,,,,,,,,,,2,2026-09-18T11:20:47.629516,playwright_dom
A10027306,대림e편한세상사하1차아파트,29875,e편한세상사하(1차),https://kbland.kr/map?complex=29875,208662,34평E,1,114.80,84.85,display,,,,,,,,,,,,2026-09-18T11:20:47.629525,playwright_dom
A10027325,구서 SK VIEW 1단지,29346,구서SK뷰1단지,https://kbland.kr/map?complex=29346,28241,25평B,38,85.32,64.77,display,48500,52000,46500,33500,,,,,,,,2026-09-18T11:20:47.629592,playwright_dom
A10027325,구서 SK VIEW 1단지,29346,구서SK뷰1단지,https://kbland.kr/map?complex=29346,74714,25평A,33,85.48,64.82,display,48500,52000,46500,33500,,,,,,,5,2026-09-18T11:20:47.629600,playwright_dom
A10027325,구서 SK VIEW 1단지,29346,구서SK뷰1단지,https://kbland.kr/map?complex=29346,113005,33평B,143,111.07,84.84,display,63500,66500,59500,45000,,,,,,,47,2026-09-18T11:20:47.629605,playwright_dom
A10027325,구서 SK VIEW 1단지,29346,구서SK뷰1단지,https://kbland.kr/map?complex=29346,142103,33평D,18,111.44,84.74,display,63500,66500,59500,45000,,,,,,,1,2026-09-18T11:20:47.629610,playwright_dom
A10027325,구서 SK VIEW 1단지,29346,구서SK뷰1단지,https://kbland.kr/map?complex=29346,163352,33평A,164,111.95,84.95,display,63500,66500,59500,45000,,,,,,,39,2026-09-18T11:20:47.629614,playwright_dom
A10027325,구서 SK VIEW 1단지,29346,구서SK뷰1단지,https://kbland.kr/map?complex=29346,178702,39평A,64,132.02,100.98,display,79000,81000,76500,47500,,,,,,,19,2026-09-18T11:20:47.629619,playwright_dom
A10027325,구서 SK VIEW 1단지,29346,구서SK뷰1단지,https://kbland.kr/map?complex=29346,189813,39평B,18,132.02,100.49,display,79000,81000,76500,47500,,,,,,,3,2026-09-18T11:20:47.629623,playwright_dom
A10027325,구서 SK VIEW 1단지,29346,구서SK뷰1단지,https://kbland.kr/map?complex=29346,203993,41평A,3,137.06,101.65,display,,,,,,,,,,,,2026-09-18T11:20:47.629627,playwright_dom
A10027325,구서 SK VIEW 1단지,29346,구서SK뷰1단지,https://kbland.kr/map?complex=29346,208604,41평B,1,137.08,101.65,display,,,,,,,,,,,5,2026-09-18T11:20:47.629632,playwright_dom
A10027325,구서 SK VIEW 1단지,29346,구서SK뷰1단지,https://kbland.kr/map?complex=29346,197919,45평,48,149.23,114.16,display,92000,94500,89500,54500,,,,,,,12,2026-09-18T11:20:47.629637,playwright_dom
A10027325,구서 SK VIEW 1단지,29346,구서SK뷰1단지,https://kbland.kr/map?complex=29346,212157,45평,2,151.64,114.00,display,,,,,,,,,,,,2026-09-18T11:20:47.629641,playwright_dom
A10020264,에코델타 더 베르힐 아파트,804012,에코델타더베르힐,https://kbland.kr/map?complex=804012,1517064,33평B,143,111.02,84.42,display,,,,,,,,,,,22,2026-09-18T11:20:47.629672,playwright_dom
A10020264,에코델타 더 베르힐 아파트,804012,에코델타더베르힐,https://kbland.kr/map?complex=804012,1517065,33평A,320,111.53,84.95,display,,,,,,,,,,,52,2026-09-18T11:20:47.629677,playwright_dom
A10020264,에코델타 더 베르힐 아파트,804012,에코델타더베르힐,https://kbland.kr/map?complex=804012,1517066,33평AP,287,111.53,84.95,display,,,,,,,,,,,56,2026-09-18T11:20:47.629682,playwright_dom
A10020264,에코델타 더 베르힐 아파트,804012,에코델타더베르힐,https://kbland.kr/map?complex=804012,1517067,33평A-1,3,111.53,84.95,display,,,,,,,,,,,,2026-09-18T11:20:47.629687,playwright_dom
A10020264,에코델타 더 베르힐 아파트,804012,에코델타더베르힐,https://kbland.kr/map?complex=804012,1517068,34평C,84,112.51,84.98,display,,,,,,,,,,,1,2026-09-18T11:20:47.629691,playwright_dom
A10020264,에코델타 더 베르힐 아파트,804012,에코델타더베르힐,https://kbland.kr/map?complex=804012,1517069,39평,202,132.15,106.42,display,,,,,,,,,,,31,2026-09-18T11:20:47.629695,playwright_dom
A10020264,에코델타 더 베르힐 아파트,804012,에코델타더베르힐,https://kbland.kr/map?complex=804012,1517070,39평P,81,132.15,106.42,display,,,,,,,,,,,,2026-09-18T11:20:47.629699,playwright_dom
A10022696,부산호반써밋스마트시티아파트,433181,에코델타호반써밋스마트시티,https://kbland.kr/map?complex=433181,1274783,32평B,90,109.00,84.93,display,55000,58000,52000,25500,,,3000,100,110,,31,2026-09-18T11:20:47.629716,playwright_dom
A10022696,부산호반써밋스마트시티아파트,433181,에코델타호반써밋스마트시티,https://kbland.kr/map?complex=433181,1274784,33평C,80,109.18,84.88,display,55000,58000,52000,25500,,,3000,100,110,,6,2026-09-18T11:20:47.629724,playwright_dom
A10022696,부산호반써밋스마트시티아파트,433181,에코델타호반써밋스마트시티,https://kbland.kr/map?complex=433181,1274785,33평A,356,109.39,84.91,display,55000,58000,52000,25500,,,3000,100,110,,53,2026-09-18T11:20:47.629728,playwright_dom
A10025776,더 힐 시그니처,35316,더힐시그니처,https://kbland.kr/map?complex=35316,34156,33평,530,111.55,91.63,display,61500,65000,56000,39500,,,3000,128,143,,230,2026-09-18T11:20:47.629764,playwright_dom
A10025776,더 힐 시그니처,35316,더힐시그니처,https://kbland.kr/map?complex=35316,79981,48평C,140,161.82,135.30,display,79500,89000,69000,47000,,,5000,150,180,,76,2026-09-18T11:20:47.629769,playwright_dom
A10025776,더 힐 시그니처,35316,더힐시그니처,https://kbland.kr/map?complex=35316,117309,49평A,400,162.06,135.80,display,79500,89000,69000,47000,,,5000,150,180,,203,2026-09-18T11:20:47.629773,playwright_dom
A10025776,더 힐 시그니처,35316,더힐시그니처,https://kbland.kr/map?complex=35316,145400,49평B,140,162.15,135.55,display,79500,89000,69000,47000,,,5000,150,180,,128,2026-09-18T11:20:47.629777,playwright_dom
A10027953,명지에일린의뜰아파트,27117,에일린의뜰,https://kbland.kr/map?complex=27117,26029,26평,160,87.89,66.93,display,37000,39000,35000,26000,,,2000,85,95,,40,2026-09-18T11:20:47.629804,playwright_dom
A10027953,명지에일린의뜰아파트,27117,에일린의뜰,https://kbland.kr/map?complex=27117,111450,29평B,179,98.98,75.70,display,39500,42000,35500,29000,,,2000,95,110,,42,2026-09-18T11:20:47.629809,playwright_dom
A10027953,명지에일린의뜰아파트,27117,에일린의뜰,https://kbland.kr/map?complex=27117,72775,29평A,160,99.13,75.28,display,39500,42000,35500,29000,,,2000,95,110,,93,2026-09-18T11:20:47.629813,playwright_dom
A10027953,명지에일린의뜰아파트,27117,에일린의뜰,https://kbland.kr/map?complex=27117,162434,33평B,282,110.67,84.99,display,43500,49000,40000,31500,,,3000,105,115,,62,2026-09-18T11:20:47.629819,playwright_dom
A10027953,명지에일린의뜰아파트,27117,에일린의뜰,https://kbland.kr/map?complex=27117,140896,33평A,199,111.34,84.98,display,50500,54000,43000,31500,,,3000,108,120,,58,2026-09-18T11:20:47.629823,playwright_dom
A61881402,명지극동스타클래스,15913,극동스타클래스,https://kbland.kr/map?complex=15913,63414,34평B,257,112.63,84.97,display,32000,34000,30000,24500,,,3000,88,100,,37,2026-09-18T11:20:47.629861,playwright_dom
A61881402,명지극동스타클래스,15913,극동스타클래스,https://kbland.kr/map?complex=15913,103687,34평C,90,112.63,84.97,display,32000,34000,30000,24500,,,3000,88,100,,13,2026-09-18T11:20:47.629866,playwright_dom
A61881402,명지극동스타클래스,15913,극동스타클래스,https://kbland.kr/map?complex=15913,15646,34평A,79,113.07,84.99,display,32000,34000,30000,24500,,,3000,88,100,,8,2026-09-18T11:20:47.629870,playwright_dom
A61881402,명지극동스타클래스,15913,극동스타클래스,https://kbland.kr/map?complex=15913,134679,39평A,168,129.74,101.96,display,37500,40500,34500,29000,,,3000,98,110,,31,2026-09-18T11:20:47.629874,playwright_dom
A61881402,명지극동스타클래스,15913,극동스타클래스,https://kbland.kr/map?complex=15913,157469,39평B,58,130.39,101.99,display,37500,40500,34500,29000,,,3000,98,110,,7,2026-09-18T11:20:47.629878,playwright_dom
A61881402,명지극동스타클래스,15913,극동스타클래스,https://kbland.kr/map?complex=15913,174034,39평C,216,132.21,101.92,display,36500,39000,33500,29000,,,3000,98,110,,74,2026-09-18T11:20:47.629882,playwright_dom
A61881402,명지극동스타클래스,15913,극동스타클래스,https://kbland.kr/map?complex=15913,186208,43평,109,143.99,114.49,display,47500,50000,43000,34000,,,3000,103,110,,35,2026-09-18T11:20:47.629886,playwright_dom
A61881402,명지극동스타클래스,15913,극동스타클래스,https://kbland.kr/map?complex=15913,195066,49평,130,164.23,133.77,display,51000,55500,45000,35500,,,,,,,31,2026-09-18T11:20:47.629891,playwright_dom
A61881402,명지극동스타클래스,15913,극동스타클래스,https://kbland.kr/map?complex=15913,201758,59평,12,195.76,149.87,display,67000,70000,63000,43000,,,,,,,10,2026-09-18T11:20:47.629895,playwright_dom
A61881402,명지극동스타클래스,15913,극동스타클래스,https://kbland.kr/map?complex=15913,206845,75평,5,248.75,202.34,display,,,,,,,,,,,1,2026-09-18T11:20:47.629899,playwright_dom
A61176709,거제쌍용스윗닷홈아파트,5966,쌍용(인텔리전트),https://kbland.kr/map?complex=5966,5813,27평A,116,92.30,59.99,display,56000,60000,53000,35000,,,10000,60,80,,7,2026-09-18T11:20:47.629922,playwright_dom
A61176709,거제쌍용스윗닷홈아파트,5966,쌍용(인텔리전트),https://kbland.kr/map?complex=5966,54745,27평B,92,92.30,59.99,display,56000,60000,53000,35000,,,10000,60,80,,5,2026-09-18T11:20:47.629927,playwright_dom
A61176709,거제쌍용스윗닷홈아파트,5966,쌍용(인텔리전트),https://kbland.kr/map?complex=5966,97382,35평,218,116.75,84.97,display,74000,75000,65000,49000,,,10000,100,110,,18,2026-09-18T11:20:47.629931,playwright_dom
A61176709,거제쌍용스윗닷홈아파트,5966,쌍용(인텔리전트),https://kbland.kr/map?complex=5966,130482,48평,38,161.75,122.45,display,92000,93000,86000,53000,,,,,,,3,2026-09-18T11:20:47.629935,playwright_dom
A61176709,거제쌍용스윗닷홈아파트,5966,쌍용(인텔리전트),https://kbland.kr/map?complex=5966,154878,58평,38,193.79,147.40,display,100000,105000,95000,58000,,,,,,,7,2026-09-18T11:20:47.629940,playwright_dom
A10026902,연산동 일동미라주 더 스타,29064,연산동일동미라주더스타,https://kbland.kr/map?complex=29064,27959,16평,119,54.98,31.73,display,17500,18500,16500,15500,,,,,,,15,2026-09-18T11:20:47.629966,playwright_dom
A10026902,연산동 일동미라주 더 스타,29064,연산동일동미라주더스타,https://kbland.kr/map?complex=29064,74472,18평,34,61.75,39.20,display,23000,25000,21500,17000,,,,,,,1,2026-09-18T11:20:47.629971,playwright_dom
A10026902,연산동 일동미라주 더 스타,29064,연산동일동미라주더스타,https://kbland.kr/map?complex=29064,112822,29평,156,98.53,70.99,display,44000,46000,41000,31000,,,,,,,14,2026-09-18T11:20:47.629975,playwright_dom
A10026902,연산동 일동미라주 더 스타,29064,연산동일동미라주더스타,https://kbland.kr/map?complex=29064,141969,32평B,205,107.03,77.35,display,47500,48750,43500,35000,,,,,,,23,2026-09-18T11:20:47.629979,playwright_dom
A10026902,연산동 일동미라주 더 스타,29064,연산동일동미라주더스타,https://kbland.kr/map?complex=29064,163247,32평A,110,107.90,77.86,display,47500,48750,43500,35000,,,,,,,14,2026-09-18T11:20:47.629983,playwright_dom
A10027085,센텀리버sk뷰,29481,센텀리버SKVIEW,https://kbland.kr/map?complex=29481,28375,25평,239,85.44,64.01,display,45000,47000,41000,30000,,,5000,90,98,,23,2026-09-18T11:20:47.629999,playwright_dom
A10027085,센텀리버sk뷰,29481,센텀리버SKVIEW,https://kbland.kr/map?complex=29481,74834,34평A,240,112.49,84.99,display,56000,60000,52000,36500,,,10000,95,100,,79,2026-09-18T11:20:47.630004,playwright_dom
A10027085,센텀리버sk뷰,29481,센텀리버SKVIEW,https://kbland.kr/map?complex=29481,113106,34평B,50,113.40,84.95,display,56000,60000,52000,36500,,,10000,95,100,,13,2026-09-18T11:20:47.630009,playwright_dom
A61313002,망미동the#파크리치,15056,더샵파크리치,https://kbland.kr/map?complex=15056,14813,34평,96,114.65,84.98,display,59500,63250,56000,36000,,,,,,,6,2026-09-18T11:20:47.630040,playwright_dom
A61313002,망미동the#파크리치,15056,더샵파크리치,https://kbland.kr/map?complex=15056,62649,39평,141,131.18,101.81,display,64000,67250,57500,38500,,,,,,,5,2026-09-18T11:20:47.630044,playwright_dom
A61313002,망미동the#파크리치,15056,더샵파크리치,https://kbland.kr/map?complex=15056,103056,45평,92,149.44,117.61,display,72500,76000,68000,41000,,,,,,,10,2026-09-18T11:20:47.630048,playwright_dom
A61313002,망미동the#파크리치,15056,더샵파크리치,https://kbland.kr/map?complex=15056,134190,48평,165,161.91,127.38,display,78500,81500,73500,41500,,,,,,,25,2026-09-18T11:20:47.630053,playwright_dom
A61313002,망미동the#파크리치,15056,더샵파크리치,https://kbland.kr/map?complex=15056,157108,49평,204,164.51,129.34,display,75000,79000,68500,41500,,,,,,,40,2026-09-18T11:20:47.630057,playwright_dom
A61313002,망미동the#파크리치,15056,더샵파크리치,https://kbland.kr/map?complex=15056,173776,57평,112,190.16,149.85,display,83000,88000,78000,44000,,,,,,,24,2026-09-18T11:20:47.630065,playwright_dom
A61313002,망미동the#파크리치,15056,더샵파크리치,https://kbland.kr/map?complex=15056,186007,66평,52,221.16,179.49,display,96000,100000,84500,47500,,,,,,,13,2026-09-18T11:20:47.630133,playwright_dom
A61377204,롯데캐슬자이안트아파트,12359,롯데캐슬자이언트,https://kbland.kr/map?complex=12359,12160,33평,196,110.05,84.93,display,61500,68000,56500,32500,,,3000,130,145,,55,2026-09-18T11:20:47.630165,playwright_dom
A61377204,롯데캐슬자이안트아파트,12359,롯데캐슬자이언트,https://kbland.kr/map?complex=12359,60291,44평,192,147.46,121.19,display,80000,85000,72000,43000,,,3000,140,150,,38,2026-09-18T11:20:47.630170,playwright_dom
A61377204,롯데캐슬자이안트아파트,12359,롯데캐슬자이언트,https://kbland.kr/map?complex=12359,101231,51평,135,169.15,141.81,display,88000,97000,77000,50000,,,,,,,48,2026-09-18T11:20:47.630175,playwright_dom
A61377204,롯데캐슬자이안트아파트,12359,롯데캐슬자이언트,https://kbland.kr/map?complex=12359,132846,60평,68,198.38,170.03,display,121500,137000,105000,55000,,,,,,,39,2026-09-18T11:20:47.630179,playwright_dom
A61381805,남천코오롱하늘채골든비치,15924,코오롱하늘채골든비치,https://kbland.kr/map?complex=15924,15657,34평,149,112.79,84.97,display,93500,102000,90000,42500,,,5000,125,135,,21,2026-09-18T11:20:47.630218,playwright_dom
A61381805,남천코오롱하늘채골든비치,15924,코오롱하늘채골든비치,https://kbland.kr/map?complex=15924,63422,39평,152,129.68,101.97,display,105000,110000,99500,50000,,,,,,,34,2026-09-18T11:20:47.630223,playwright_dom
A61381805,남천코오롱하늘채골든비치,15924,코오롱하늘채골든비치,https://kbland.kr/map?complex=15924,103696,44평,116,147.13,118.56,display,117000,131000,110000,54500,,,,,,,80,2026-09-18T11:20:47.630227,playwright_dom
A61381805,남천코오롱하늘채골든비치,15924,코오롱하늘채골든비치,https://kbland.kr/map?complex=15924,157476,48평A,104,160.77,126.23,display,122500,128000,110000,55000,,,,,,,36,2026-09-18T11:20:47.630232,playwright_dom
A61381805,남천코오롱하늘채골든비치,15924,코오롱하늘채골든비치,https://kbland.kr/map?complex=15924,174038,48평C,64,161.17,129.64,display,120000,128250,110000,55000,,,,,,,29,2026-09-18T11:20:47.630236,playwright_dom
A61381805,남천코오롱하늘채골든비치,15924,코오롱하늘채골든비치,https://kbland.kr/map?complex=15924,134686,48평B,104,161.23,125.50,display,116500,125000,108000,55000,,,,,,,11,2026-09-18T11:20:47.630240,playwright_dom
A61381805,남천코오롱하늘채골든비치,15924,코오롱하늘채골든비치,https://kbland.kr/map?complex=15924,186210,55평,217,185.00,147.58,display,144000,150500,124000,60000,,,,,,,68,2026-09-18T11:20:47.630244,playwright_dom
A61381805,남천코오롱하늘채골든비치,15924,코오롱하늘채골든비치,https://kbland.kr/map?complex=15924,195068,63평,76,210.37,170.80,display,159000,165000,151500,69000,,,,,,,40,2026-09-18T11:20:47.630248,playwright_dom
A61381805,남천코오롱하늘채골든비치,15924,코오롱하늘채골든비치,https://kbland.kr/map?complex=15924,201759,91평,3,301.34,236.87,display,,,,,,,,,,,,2026-09-18T11:20:47.630252,playwright_dom
A61381805,남천코오롱하늘채골든비치,15924,코오롱하늘채골든비치,https://kbland.kr/map?complex=15924,206846,103평,2,342.69,269.68,display,,,,,,,,,,,,2026-09-18T11:20:47.630256,playwright_dom
A61381903,남천뉴비치아파트,5915,뉴비치(삼익),https://kbland.kr/map?complex=5915,5763,16평,195,55.81,41.46,display,58000,59500,56000,15500,,,1000,50,55,,35,2026-09-18T11:20:47.630292,playwright_dom
A61381903,남천뉴비치아파트,5915,뉴비치(삼익),https://kbland.kr/map?complex=5915,54696,18평,135,62.53,42.93,display,61750,63000,60000,17250,,,1000,53,58,,32,2026-09-18T11:20:47.630297,playwright_dom
A61381903,남천뉴비치아파트,5915,뉴비치(삼익),https://kbland.kr/map?complex=5915,97339,27평,150,91.33,75.42,display,82500,84000,79500,26000,,,1000,83,88,,16,2026-09-18T11:20:47.630301,playwright_dom
A61381903,남천뉴비치아파트,5915,뉴비치(삼익),https://kbland.kr/map?complex=5915,130445,30평,210,101.57,84.96,display,93000,95000,89500,27500,,,1000,95,100,,19,2026-09-18T11:20:47.630305,playwright_dom
A61381903,남천뉴비치아파트,5915,뉴비치(삼익),https://kbland.kr/map?complex=5915,154849,36평,90,120.20,102.52,display,110000,116500,97000,30000,,,,,,,14,2026-09-18T11:20:47.630309,playwright_dom
A61381903,남천뉴비치아파트,5915,뉴비치(삼익),https://kbland.kr/map?complex=5915,172299,43평,90,143.28,123.19,display,115000,122500,107500,34500,,,,,,,21,2026-09-18T11:20:47.630314,playwright_dom
A61381903,남천뉴비치아파트,5915,뉴비치(삼익),https://kbland.kr/map?complex=5915,185017,49평,60,165.07,145.05,display,140000,145000,127500,37500,,,,,,,10,2026-09-18T11:20:47.630318,playwright_dom
A61381903,남천뉴비치아파트,5915,뉴비치(삼익),https://kbland.kr/map?complex=5915,194226,62평,30,207.86,182.67,display,165000,172500,160000,46000,,,,,,,4,2026-09-18T11:20:47.630322,playwright_dom
A61381903,남천뉴비치아파트,5915,뉴비치(삼익),https://kbland.kr/map?complex=5915,201153,71평,30,235.67,209.76,display,179000,182500,173000,48500,,,,,,,7,2026-09-18T11:20:47.630326,playwright_dom
A61775401,백양푸른숲입주자대표회의,5728,모라주공(4단지),https://kbland.kr/map?complex=5728,172238,17평,270,57.19,41.30,display,8000,8500,7000,6700,,,1000,30,35,,39,2026-09-18T11:20:47.630352,playwright_dom
A61775401,백양푸른숲입주자대표회의,5728,모라주공(4단지),https://kbland.kr/map?complex=5728,54522,17평A,90,58.26,41.16,display,8000,8500,7000,6700,,,1000,30,35,,8,2026-09-18T11:20:47.630357,playwright_dom
A61775401,백양푸른숲입주자대표회의,5728,모라주공(4단지),https://kbland.kr/map?complex=5728,5578,17평B,3,58.98,41.66,display,8000,8500,7000,6700,,,1000,30,35,,,2026-09-18T11:20:47.630361,playwright_dom
A61775401,백양푸른숲입주자대표회의,5728,모라주공(4단지),https://kbland.kr/map?complex=5728,194191,20평,267,69.15,49.94,display,10000,12000,9000,8800,,,1000,35,40,,7,2026-09-18T11:20:47.630366,playwright_dom
A61775401,백양푸른숲입주자대표회의,5728,모라주공(4단지),https://kbland.kr/map?complex=5728,97187,22평,270,73.02,49.94,display,10000,12000,9000,8800,,,1000,35,40,,14,2026-09-18T11:20:47.630370,playwright_dom
A61776003,괘법2차한신아파트,5726,괘법한신2차,https://kbland.kr/map?complex=5726,5576,23평,450,78.82,59.84,display,25750,27250,23750,19000,,,2000,60,63,,13,2026-09-18T11:20:47.630392,playwright_dom
A61776003,괘법2차한신아파트,5726,괘법한신2차,https://kbland.kr/map?complex=5726,54520,28평,144,93.43,73.40,display,28000,30000,26000,21000,,,2000,68,73,,2,2026-09-18T11:20:47.630399,playwright_dom
A61776003,괘법2차한신아파트,5726,괘법한신2차,https://kbland.kr/map?complex=5726,97185,32평,400,105.92,84.96,display,35000,37000,32000,24000,,,,,,,13,2026-09-18T11:20:47.630403,playwright_dom
A61776003,괘법2차한신아파트,5726,괘법한신2차,https://kbland.kr/map?complex=5726,130325,42평,100,139.89,115.02,display,39500,42000,36000,31000,,,,,,,6,2026-09-18T11:20:47.630407,playwright_dom
A61783202,신주례2차LG아파트,5671,LG신주례(2차),https://kbland.kr/map?complex=5671,5522,25평,470,84.62,59.97,display,16500,17000,14650,14000,,,3000,45,50,,71,2026-09-18T11:20:47.630427,playwright_dom
A61783202,신주례2차LG아파트,5671,LG신주례(2차),https://kbland.kr/map?complex=5671,54467,32평,226,108.71,84.97,display,29500,30500,26750,22250,,,,,,,29,2026-09-18T11:20:47.630431,playwright_dom
A61783202,신주례2차LG아파트,5671,LG신주례(2차),https://kbland.kr/map?complex=5671,97145,49평,84,163.78,134.94,display,41000,42500,37500,30500,,,,,,,19,2026-09-18T11:20:47.630435,playwright_dom
A61783202,신주례2차LG아파트,5671,LG신주례(2차),https://kbland.kr/map?complex=5671,130297,59평,94,196.49,164.85,display,45000,47000,42000,32500,,,,,,,22,2026-09-18T11:20:47.630439,playwright_dom
A61783203,LG신주례1단지아파트,5571,LG신주례(1차),https://kbland.kr/map?complex=5571,5422,25평,439,83.31,59.97,display,16500,17000,14650,14000,,,3000,45,50,,89,2026-09-18T11:20:47.630461,playwright_dom
A61783203,LG신주례1단지아파트,5571,LG신주례(1차),https://kbland.kr/map?complex=5571,54377,32평,296,108.49,84.97,display,29500,30500,27000,22250,,,,,,,49,2026-09-18T11:20:47.630465,playwright_dom
A61783203,LG신주례1단지아파트,5571,LG신주례(1차),https://kbland.kr/map?complex=5571,97073,49평,130,163.43,134.94,display,41500,43000,38500,30500,,,,,,,31,2026-09-18T11:20:47.630469,playwright_dom
