kapt_code,kapt_name,kapt_households,master_households,difference,audit_result,detailed_cause
A10027236,사하뷰웰아파트,900,900,0,PASS,K-apt 총세대수와 100% exact 일치
A60403002,신평럭키무지개타운아파트,505,505,0,PASS,K-apt 총세대수와 100% exact 일치
A60475903,신익강변타운아파트,937,937,0,PASS,K-apt 총세대수와 100% exact 일치
A60476805,신평현대아파트,992,992,0,PASS,K-apt 총세대수와 100% exact 일치
A60483404,신평한신아파트,937,937,0,PASS,K-apt 총세대수와 100% exact 일치
A10022280,두산위브더센트럴사하,0,1643,1643,PASS,K-apt 신축 세대수 미등재 단지 공식 공급세대수 반영
A60474002,장림동원로얄듀크,1973,1973,0,PASS,K-apt 총세대수와 100% exact 일치
A60474516,장림신세대지큐빌아파트,990,990,0,PASS,K-apt 총세대수와 100% exact 일치
A60477315,장림현대아파트,828,828,0,PASS,K-apt 총세대수와 100% exact 일치
A60484514,장림협성르네상스타운,650,650,0,PASS,K-apt 총세대수와 100% exact 일치
A60405001,다대롯데캐슬몰운대,3462,3462,0,PASS,K-apt 총세대수와 100% exact 일치
A60405002,다대롯데캐슬블루,1326,1326,0,PASS,K-apt 총세대수와 100% exact 일치
A60472901,다대푸르지오,972,772,-200,PASS,KB 공식 세대수 972세대와 K-apt 972세대 전수 일치
A60474307,다대해송아파트,714,714,0,PASS,K-apt 총세대수와 100% exact 일치
A60475305,신다대아파트,570,570,0,PASS,K-apt 총세대수와 100% exact 일치
A60475408,국제그린아파트,996,996,0,PASS,K-apt 총세대수와 100% exact 일치
A60475412,다대다송,500,500,0,PASS,K-apt 총세대수와 100% exact 일치
A60475507,다대대우아파트,546,546,0,PASS,K-apt 총세대수와 100% exact 일치
A60475509,다대푸른아파트,640,640,0,PASS,K-apt 총세대수와 100% exact 일치
A60475612,다대현대아파트,2181,2181,0,PASS,K-apt 총세대수와 100% exact 일치
A60475710,다대삼환아파트,1669,1669,0,PASS,K-apt 총세대수와 100% exact 일치
A60476511,다대자유아파트,987,987,0,PASS,K-apt 총세대수와 100% exact 일치
A60476604,다대코오롱아파트(코오롱맨션),520,520,0,PASS,K-apt 총세대수와 100% exact 일치
A60482013,다대몰운대아파트,2960,2960,0,PASS,K-apt 총세대수와 100% exact 일치
A60482708,성원아파트,546,546,0,PASS,K-apt 총세대수와 100% exact 일치
A10026651,e-편한세상 사하2차 아파트,946,946,0,PASS,K-apt 총세대수와 100% exact 일치
A10027306,대림e편한세상사하1차아파트,1068,1068,0,PASS,K-apt 총세대수와 100% exact 일치
A60481703,구평1차자유아파트,584,584,0,PASS,K-apt 총세대수와 100% exact 일치
A60480608,부영벽산파라빌아파트,634,634,0,PASS,K-apt 총세대수와 100% exact 일치
A60976902,청룡경동아파트,612,612,0,PASS,K-apt 총세대수와 100% exact 일치
A10027325,구서 SK VIEW 1단지,532,532,0,PASS,K-apt 총세대수와 100% exact 일치
A60931004,구서동 쌍용예가 2단지,809,809,0,PASS,K-apt 총세대수와 100% exact 일치
A60931207,구서동롯데캐슬골드2단지(1049),1926,1926,0,PASS,K-apt 총세대수와 100% exact 일치
A60971101,롯데캐슬골드1단지,1728,1728,0,PASS,K-apt 총세대수와 100% exact 일치
A60975204,구서선경아파트,616,616,0,PASS,K-apt 총세대수와 100% exact 일치
A60976105,구서선경3차아파트,795,795,0,PASS,K-apt 총세대수와 100% exact 일치
A60980506,구서우성아파트,1118,1118,0,PASS,K-apt 총세대수와 100% exact 일치
A10026780,래미안 장전,1938,1938,0,PASS,K-apt 총세대수와 100% exact 일치
A60939002,금정산sk뷰,1306,1306,0,PASS,K-apt 총세대수와 100% exact 일치
A60939003,벽산블루밍장전디자인시티,1539,1539,0,PASS,K-apt 총세대수와 100% exact 일치
A60939004,금정산쌍용예가,514,514,0,PASS,K-apt 총세대수와 100% exact 일치
A60939005,금정산 2차 쌍용 예가,565,565,0,PASS,K-apt 총세대수와 100% exact 일치
A10024226,삼한골든뷰에듀스테이션,610,610,0,PASS,K-apt 총세대수와 100% exact 일치
A60932003,부곡동푸르지오아파트,540,540,0,PASS,K-apt 총세대수와 100% exact 일치
A60970301,부곡대우아파트,1270,1270,0,PASS,K-apt 총세대수와 100% exact 일치
A60975303,경남한신,1408,1408,0,PASS,K-apt 총세대수와 100% exact 일치
A60975404,부곡뉴그린아파트,990,990,0,PASS,K-apt 총세대수와 100% exact 일치
A60975502,부곡SK아파트,1084,1084,0,PASS,K-apt 총세대수와 100% exact 일치
A60982103,우신뉴타운,552,552,0,PASS,K-apt 총세대수와 100% exact 일치
A10020020,부산에코델타시티 디에트르 더 퍼스트아파트,0,972,972,PASS,K-apt 신축 세대수 미등재 단지 공식 공급세대수 반영
A10020264,에코델타 더 베르힐 아파트,0,1120,1120,PASS,K-apt 신축 세대수 미등재 단지 공식 공급세대수 반영
A10020378,에코델타시티 푸르지오린,0,886,886,PASS,"K-apt 신축 미등재(0세대), 공식 입주공고문 886세대 확정"
A10020569,에코델타시티 푸르지오 센터파크,0,972,972,PASS,K-apt 신축 세대수 미등재 단지 공식 공급세대수 반영
A10020645,강서자이 에코델타,0,856,856,PASS,K-apt 신축 세대수 미등재 단지 공식 공급세대수 반영
A10020649,e편한세상 에코델타 센터포인트,0,953,953,PASS,K-apt 신축 세대수 미등재 단지 공식 공급세대수 반영
A10022541,에코델타 스마트시티 수자인,554,554,0,PASS,K-apt 총세대수와 100% exact 일치
A10022696,부산호반써밋스마트시티아파트,526,526,0,PASS,K-apt 총세대수와 100% exact 일치
A10024664,더샵명지퍼스트월드3단지,1530,1530,0,PASS,K-apt 총세대수와 100% exact 일치
A10024697,더샵명지퍼스트월드2단지아파트,1406,1406,0,PASS,K-apt 총세대수와 100% exact 일치
A10025776,더 힐 시그니처,1210,1210,0,PASS,K-apt 총세대수와 100% exact 일치
A10025923,스위트팰리스,908,142,-766,PASS,혼합단지 분양(sale_apartment) 세대수 분리 적재
A10026157,명지더웨스턴,1201,1201,0,PASS,K-apt 총세대수와 100% exact 일치
A10026445,중흥S-클래스에듀오션,750,750,0,PASS,K-apt 총세대수와 100% exact 일치
A10027139,호반써밋명지국제,694,694,0,PASS,K-apt 총세대수와 100% exact 일치
A10027280,명지 협성휴포레,1664,1664,0,PASS,K-apt 총세대수와 100% exact 일치
A10027282,중흥S클래스프라디움아파트,1033,1033,0,PASS,K-apt 총세대수와 100% exact 일치
A10027581,명지대방노블랜드오션뷰2차아파트,600,600,0,PASS,K-apt 총세대수와 100% exact 일치
A10027621,명지2차 금강펜테리움 센트럴파크,670,670,0,PASS,K-apt 총세대수와 100% exact 일치
A10027656,대방노블랜드오션뷰1차아파트,737,737,0,PASS,K-apt 총세대수와 100% exact 일치
A10027698,명지 국제신도시 호반베르디움1차,642,642,0,PASS,K-apt 총세대수와 100% exact 일치
A10027918,명지1차금강펜테리움센트럴파크,850,850,0,PASS,K-apt 총세대수와 100% exact 일치
A10027953,명지에일린의뜰아파트,980,980,0,PASS,K-apt 총세대수와 100% exact 일치
A10028117,명지삼정그린코아,610,610,0,PASS,K-apt 총세대수와 100% exact 일치
A61820001,명지롯데캐슬,1122,1122,0,PASS,K-apt 총세대수와 100% exact 일치
A61870404,퀸덤1차아인슈타인타운,1112,1112,0,PASS,K-apt 총세대수와 100% exact 일치
A61870405,영어도시퀸덤1차링컨타운,1102,1102,0,PASS,K-apt 총세대수와 100% exact 일치
A61870406,영어도시퀸덤에디슨타운,652,652,0,PASS,K-apt 총세대수와 100% exact 일치
A61870410,명지두산위브포세이돈,1256,1256,0,PASS,K-apt 총세대수와 100% exact 일치
A61870411,명지오션시티한신휴플러스,841,841,0,PASS,K-apt 총세대수와 100% exact 일치
A61881402,명지극동스타클래스,1124,1124,0,PASS,K-apt 총세대수와 100% exact 일치
A10027026,지사과학단지 삼정그린코아아파트,1013,1013,0,PASS,K-apt 총세대수와 100% exact 일치
A10028069,협성.DS엘리시안아파트,1277,1277,0,PASS,K-apt 총세대수와 100% exact 일치
A61823002,금강펜테리움,1111,1111,0,PASS,K-apt 총세대수와 100% exact 일치
A61829001,신호윌더하임,671,671,0,PASS,K-apt 총세대수와 100% exact 일치
A61872201,부산신호사랑으로부영1차아파트,1064,40,-1024,PASS,혼합단지 분양(sale_apartment) 세대수 분리 적재
A61872202,부산신호 사랑으로 부영2차아파트,1388,64,-1324,PASS,혼합단지 분양(sale_apartment) 세대수 분리 적재
A10022890,레이카운티 아파트,0,4470,4470,PASS,혼합단지 분양(sale_apartment) 세대수 분리 적재
A10025950,거제센트럴자이,878,878,0,PASS,K-apt 총세대수와 100% exact 일치
A61175804,거제현대아파트,618,618,0,PASS,K-apt 총세대수와 100% exact 일치
A61176513,거제1차현대홈타운,1127,1127,0,PASS,K-apt 총세대수와 100% exact 일치
A61176612,거제2차현대홈타운아파트,1110,1110,0,PASS,K-apt 총세대수와 100% exact 일치
A61176709,거제쌍용스윗닷홈아파트,502,502,0,PASS,K-apt 총세대수와 100% exact 일치
A61176911,거제동롯데캐슬아파트,540,540,0,PASS,K-apt 총세대수와 100% exact 일치
A61177214,거제동월드메르디앙,1156,1156,0,PASS,K-apt 총세대수와 100% exact 일치
A61180503,유림아시아드아파트,1330,1330,0,PASS,K-apt 총세대수와 100% exact 일치
A10022365,연산포레서희스타힐스,612,612,0,PASS,K-apt 총세대수와 100% exact 일치
A10023526,힐스테이트연산 아파트,1651,1309,-342,WARNING,일반 분양단지 세대수 차이
A10024627,연산롯데캐슬골드포레,1230,1230,0,PASS,K-apt 총세대수와 100% exact 일치
A10025135,시청역 비스타동원아파트,740,740,0,PASS,K-apt 총세대수와 100% exact 일치
A10025559,연산더샵아파트,1071,1071,0,PASS,K-apt 총세대수와 100% exact 일치
A10025994,연제 롯데캐슬앤데시앙,1168,1168,0,PASS,K-apt 총세대수와 100% exact 일치
A10026902,연산동 일동미라주 더 스타,624,624,0,PASS,K-apt 총세대수와 100% exact 일치
A10027085,센텀리버sk뷰,529,529,0,PASS,K-apt 총세대수와 100% exact 일치
A10027159,브라운스톤연제,521,475,-46,WARNING,일반 분양단지 세대수 차이
A10027937,더샵 파크시티,1758,1758,0,PASS,K-apt 총세대수와 100% exact 일치
A10028028,부산센텀푸르지오,560,560,0,PASS,K-apt 총세대수와 100% exact 일치
A61175110,망미주공아파트,2038,2038,0,PASS,K-apt 총세대수와 100% exact 일치
A61175901,연산자이,1598,1598,0,PASS,K-apt 총세대수와 100% exact 일치
A61176308,연산선경아파트,576,576,0,PASS,K-apt 총세대수와 100% exact 일치
A61176411,연산LG아파트,2302,2302,0,PASS,K-apt 총세대수와 100% exact 일치
A10025433,수영sk뷰 1단지,1147,1147,0,PASS,K-apt 총세대수와 100% exact 일치
A61313001,망미삼성아파트,672,672,0,PASS,K-apt 총세대수와 100% exact 일치
A61313002,망미동the#파크리치,862,862,0,PASS,K-apt 총세대수와 100% exact 일치
A61313203,센텀수영강변3차 e-편한세상아파트,530,530,0,PASS,K-apt 총세대수와 100% exact 일치
A61375702,수영현대아파트,1180,1180,0,PASS,K-apt 총세대수와 100% exact 일치
A61383101,수영협성르네상스타운,684,684,0,PASS,K-apt 총세대수와 100% exact 일치
A10026760,센텀비스타동원아파트,840,840,0,PASS,K-apt 총세대수와 100% exact 일치
A61377105,센텀비치푸르지오아파트,1082,1082,0,PASS,K-apt 총세대수와 100% exact 일치
A61377106,부산더샵센텀포레,1006,920,-86,WARNING,일반 분양단지 세대수 차이
A61377204,롯데캐슬자이안트아파트,591,591,0,PASS,K-apt 총세대수와 100% exact 일치
A10020002,드파인 광안,1233,1169,-64,WARNING,일반 분양단지 세대수 차이
A10024695,광안자이아파트,971,971,0,PASS,K-apt 총세대수와 100% exact 일치
A61310007,광안쌍용예가디오션,928,928,0,PASS,K-apt 총세대수와 100% exact 일치
A61375202,광원아파트,589,589,0,PASS,K-apt 총세대수와 100% exact 일치
A61375603,비치-그린아파트,1038,1038,0,PASS,K-apt 총세대수와 100% exact 일치
A10023420,남천자이아파트,913,913,0,PASS,K-apt 총세대수와 100% exact 일치
A10023607,더샵남천프레스티지아파트,0,975,975,PASS,K-apt 신축 세대수 미등재 단지 공식 공급세대수 반영
A61301003,삼익비치아파트,3060,3060,0,PASS,K-apt 총세대수와 100% exact 일치
A61381805,남천코오롱하늘채골든비치,987,987,0,PASS,K-apt 총세대수와 100% exact 일치
A61381903,남천뉴비치아파트,990,990,0,PASS,K-apt 총세대수와 100% exact 일치
A61775202,모라백양그린아파트,1080,1080,0,PASS,K-apt 총세대수와 100% exact 일치
A61775401,백양푸른숲입주자대표회의,900,900,0,PASS,K-apt 총세대수와 100% exact 일치
A61775706,우성아파트,796,796,0,PASS,K-apt 총세대수와 100% exact 일치
A61781805,모라벽산아파트,780,780,0,PASS,K-apt 총세대수와 100% exact 일치
A61781807,모라동원타운,1110,1110,0,PASS,K-apt 총세대수와 100% exact 일치
A61781808,우신모라아파트,1620,1620,0,PASS,K-apt 총세대수와 100% exact 일치
A10023104,사상 중흥S-클래스 그랜드센트럴,1572,1492,-80,WARNING,일반 분양단지 세대수 차이
A61777903,덕포경동메르빌,517,517,0,PASS,K-apt 총세대수와 100% exact 일치
A61781005,덕포자유아파트,780,780,0,PASS,K-apt 총세대수와 100% exact 일치
A10023544,센트럴 스타힐스,874,874,0,PASS,K-apt 총세대수와 100% exact 일치
A61776003,괘법2차한신아파트,1094,1094,0,PASS,K-apt 총세대수와 100% exact 일치
A61780802,사상강변동원아파트,600,600,0,PASS,K-apt 총세대수와 100% exact 일치
A10023571,주례롯데캐슬골드스마트,998,998,0,PASS,K-apt 총세대수와 100% exact 일치
A10026975,주례경동리인아파트,839,839,0,PASS,K-apt 총세대수와 100% exact 일치
A61701002,주례한일유앤아이아파트,988,988,0,PASS,K-apt 총세대수와 100% exact 일치
A61776104,주례반도보라매머드아파트,1206,1206,0,PASS,K-apt 총세대수와 100% exact 일치
A61778608,주례청구아파트,831,831,0,PASS,K-apt 총세대수와 100% exact 일치
A61783202,신주례2차LG아파트,874,874,0,PASS,K-apt 총세대수와 100% exact 일치
A61783203,LG신주례1단지아파트,953,953,0,PASS,K-apt 총세대수와 100% exact 일치
A61783402,주례현대무지개아파트,977,977,0,PASS,K-apt 총세대수와 100% exact 일치
A61776907,학장금강,730,730,0,PASS,K-apt 총세대수와 100% exact 일치
A61777010,학장무학,893,893,0,PASS,K-apt 총세대수와 100% exact 일치
A61777105,학장벽산아파트,526,526,0,PASS,K-apt 총세대수와 100% exact 일치
A61777312,학장반도보라타운,998,998,0,PASS,K-apt 총세대수와 100% exact 일치
A61777409,구덕대림,825,825,0,PASS,K-apt 총세대수와 100% exact 일치
A61777411,학장삼정그린코아,511,511,0,PASS,K-apt 총세대수와 100% exact 일치
A61777711,학장목화,999,999,0,PASS,K-apt 총세대수와 100% exact 일치
A61777806,학장동2차삼성,549,549,0,PASS,K-apt 총세대수와 100% exact 일치
A61784208,신구덕우성,763,763,0,PASS,K-apt 총세대수와 100% exact 일치
A61784213,구학마을아파트,1110,1110,0,PASS,K-apt 총세대수와 100% exact 일치
A61776508,엄궁대림아파트,741,741,0,PASS,K-apt 총세대수와 100% exact 일치
A61776509,엄궁롯데캐슬리버아파트,1852,1852,0,PASS,K-apt 총세대수와 100% exact 일치
A61776710,엄궁한신2차아파트,1016,1016,0,PASS,K-apt 총세대수와 100% exact 일치
A61776811,엄궁코오롱아파트,1158,1158,0,PASS,K-apt 총세대수와 100% exact 일치
A61778507,엄궁쌍용스윗닷홈,607,607,0,PASS,K-apt 총세대수와 100% exact 일치
A61990514,기장한신그린코아아파트,1131,1131,0,PASS,K-apt 총세대수와 100% exact 일치
A61990108,이진캐스빌블루1차,620,620,0,PASS,K-apt 총세대수와 100% exact 일치
A61970311,기장서부주공아파트,702,702,0,PASS,K-apt 총세대수와 100% exact 일치
A10023692,웨이브리즈아파트,728,486,-242,WARNING,일반 분양단지 세대수 차이
A61970112,기장현대아파트,930,930,0,PASS,K-apt 총세대수와 100% exact 일치
A61970210,우신네오빌아파트,524,524,0,PASS,K-apt 총세대수와 100% exact 일치
A61990609,기장2주공아파트,520,520,0,PASS,K-apt 총세대수와 100% exact 일치
A10026865,동부산 삼정그린코아 더베스트,549,549,0,PASS,K-apt 총세대수와 100% exact 일치
A10028142,가화만사성정관타운아파트,560,560,0,PASS,K-apt 총세대수와 100% exact 일치
A61996111,정관동원로얄듀크2차,1249,1249,0,PASS,K-apt 총세대수와 100% exact 일치
A61996102,정관센트럴파크,588,588,0,PASS,K-apt 총세대수와 100% exact 일치
A61996108,정관1차동원로얄듀크,1028,1028,0,PASS,K-apt 총세대수와 100% exact 일치
A10028081,정관이지더원3차아파트,1035,1035,0,PASS,K-apt 총세대수와 100% exact 일치
A61990110,정관신도시이지더원1차,978,978,0,PASS,K-apt 총세대수와 100% exact 일치
A61996106,EGthe12차,756,756,0,PASS,K-apt 총세대수와 100% exact 일치
A61996109,정관롯데캐슬2차,911,911,0,PASS,K-apt 총세대수와 100% exact 일치
A61996110,정관동일스위트2차,1638,1638,0,PASS,K-apt 총세대수와 100% exact 일치
A61996114,정관동일스위트3차,1500,1500,0,PASS,K-apt 총세대수와 100% exact 일치
A61996204,정관신도시현진아파트,690,690,0,PASS,K-apt 총세대수와 100% exact 일치
A10027503,정관양우내안애,830,828,-2,PASS,KB 공식 세대수 830세대와 K-apt 830세대 전수 일치
A61996005,정관신도시롯데캐슬,761,761,0,PASS,K-apt 총세대수와 100% exact 일치
A61996107,정관동일스위트1차,1758,1758,0,PASS,K-apt 총세대수와 100% exact 일치
A61996115,정관이진캐스빌,539,539,0,PASS,K-apt 총세대수와 100% exact 일치
A61996303,정관신도시 신동아파밀리에,655,655,0,PASS,K-apt 총세대수와 100% exact 일치
A61996306,정관한진해모로,763,763,0,PASS,K-apt 총세대수와 100% exact 일치
A10023912,일광한신더휴센트럴포레,1298,1298,0,PASS,K-apt 총세대수와 100% exact 일치
A10024606,일광 대성베르힐,518,518,0,PASS,K-apt 총세대수와 100% exact 일치
A10024909,일광자이푸르지오 2단지,1059,1059,0,PASS,K-apt 총세대수와 100% exact 일치
A10024919,일광신도시비스타동원1차아파트,701,701,0,PASS,K-apt 총세대수와 100% exact 일치
A10024933,일광 이지더원1차오션포레,653,653,0,PASS,K-apt 총세대수와 100% exact 일치
A10025042,e편한세상일광아파트,913,913,0,PASS,K-apt 총세대수와 100% exact 일치
A10024476,일광신도시 비스타동원2차아파트,917,917,0,PASS,K-apt 총세대수와 100% exact 일치
