kb_complex_id,kb_type_id,kb_sale_general,has_price_inversion
15485,201692,73500.0,False
12927,12718,32000.0,False
12927,60778,29000.0,False
12927,101606,41500.0,False
12927,133116,48000.0,False
12927,156373,57500.0,False
12927,173275,68500.0,False
12115,11921,37000.0,False
12115,60085,43000.0,False
12115,101065,47500.0,False
12115,132726,51000.0,False
12115,156120,51000.0,False
12115,173087,57000.0,False
12115,185517,57000.0,False
12115,194559,68500.0,False
12115,201388,68500.0,False
6191,6038,24000.0,False
6191,54955,30000.0,False
6191,97563,35000.0,False
6191,130626,36000.0,False
6191,1165384,40000.0,False
6191,154985,40000.0,False
6191,172395,44000.0,False
6196,6043,20750.0,False
6200,6047,24000.0,False
6200,54962,33500.0,False
6200,97568,44500.0,False
13992,13767,56000.0,False
13992,61706,56000.0,False
13992,156721,56500.0,False
13992,102315,56500.0,False
13992,5517509,,False
13992,133633,56500.0,False
13992,173515,69000.0,False
15822,15558,90000.0,False
15822,63329,99000.0,False
15822,103616,120000.0,False
15822,134630,145000.0,False
15822,157433,210000.0,False
15822,174007,245000.0,False
15822,186186,302500.0,False
15822,195049,,False
15822,201746,,False
13778,61518,120500.0,False
13778,13555,120500.0,False
13778,102173,138500.0,False
13778,156651,166000.0,False
13778,133519,166000.0,False
13778,173463,193500.0,False
13778,185770,245000.0,False
13943,13718,107000.0,False
13943,61663,107000.0,False
13943,102279,120000.0,False
13943,133601,132500.0,False
6167,6014,16000.0,False
6167,1165705,16000.0,False
6167,1165706,16000.0,False
6167,1165707,16000.0,False
6167,154974,16500.0,False
6167,54932,16500.0,False
6167,97543,21250.0,False
6167,130612,21250.0,False
661804,1433226,19000.0,False
661804,1433230,28500.0,False
661804,1433227,28500.0,False
661804,1433228,33000.0,False
661804,1433229,33000.0,False
13558,13339,49500.0,False
13558,61319,52500.0,False
6180,6027,10000.0,False
6180,54945,12000.0,False
6180,97554,12500.0,False
6180,130618,18000.0,False
6163,6010,11450.0,False
6163,1165582,14000.0,False
6163,1165583,14000.0,False
6163,54928,14000.0,False
13952,13727,63000.0,False
13952,61669,63500.0,False
13952,102284,75500.0,False
13952,133606,94500.0,False
1037915,1574852,,False
1037915,1574853,,False
1037915,1574854,,False
1037915,1574855,,False
1037915,1574856,,False
1037915,1574857,,False
1037915,1574858,,False
1037915,1574859,,False
1037915,1574860,,False
42014,40792,103000.0,False
42014,85833,100000.0,False
42014,121845,100000.0,False
32797,31661,95500.0,False
32797,77799,97500.0,False
32797,115539,94000.0,False
32797,144059,94000.0,False
32797,164775,120000.0,False
14223,102480,151500.0,False
14223,61914,151500.0,False
14223,13997,151500.0,False
