kapt_code,kapt_name,area_group_id,exclusive_area_sqm,households,processing_status,source_type,source_name,source_url,source_page,kb_complex_id,kb_type_id,kapt_total_households,collected_total_households,sale_households,rental_households,match_method,match_confidence,verification_method,verified_at,notes
A10023208,두산위브더제니스 하버시티,exclusive_75_55,75.55,293,VERIFIED,KB,KB부동산 단지 시세/평형정보 | https://kbland.kr/map?complex=45796,https://kbland.kr,,,,2040,293,293,0,pipeline_verified,HIGH,official_and_api_verified,2026-09-18,
A10023208,두산위브더제니스 하버시티,exclusive_75_64,75.64,490,VERIFIED,KB,KB부동산 단지 시세/평형정보 | https://kbland.kr/map?complex=45796,https://kbland.kr,,,,2040,490,490,0,pipeline_verified,HIGH,official_and_api_verified,2026-09-18,
A10023208,두산위브더제니스 하버시티,exclusive_75_67,75.67,188,VERIFIED,KB,KB부동산 단지 시세/평형정보 | https://kbland.kr/map?complex=45796,https://kbland.kr,,,,2040,188,188,0,pipeline_verified,HIGH,official_and_api_verified,2026-09-18,
A10023208,두산위브더제니스 하버시티,exclusive_84_63,84.63,390,VERIFIED,KB,KB부동산 단지 시세/평형정보 | https://kbland.kr/map?complex=45796,https://kbland.kr,,,,2040,390,390,0,pipeline_verified,HIGH,official_and_api_verified,2026-09-18,
A10023208,두산위브더제니스 하버시티,exclusive_84_9,84.9,287,VERIFIED,KB,KB부동산 단지 시세/평형정보 | https://kbland.kr/map?complex=45796,https://kbland.kr,,,,2040,287,287,0,pipeline_verified,HIGH,official_and_api_verified,2026-09-18,
A10026746,오션브릿지,exclusive_59_92,59.92,164,VERIFIED,KB,KB부동산 단지 시세/평형정보 | https://kbland.kr/map?complex=29905,https://kbland.kr,,,,652,164,164,0,pipeline_verified,HIGH,official_and_api_verified,2026-09-18,
A10026746,오션브릿지,exclusive_59_95,59.95,162,VERIFIED,KB,KB부동산 단지 시세/평형정보 | https://kbland.kr/map?complex=29905,https://kbland.kr,,,,652,162,162,0,pipeline_verified,HIGH,official_and_api_verified,2026-09-18,
A10026746,오션브릿지,exclusive_84_98,84.98,164,VERIFIED,KB,KB부동산 단지 시세/평형정보 | https://kbland.kr/map?complex=29905,https://kbland.kr,,,,652,164,164,0,pipeline_verified,HIGH,official_and_api_verified,2026-09-18,
A10026746,오션브릿지,exclusive_84_95,84.95,76,VERIFIED,KB,KB부동산 단지 시세/평형정보 | https://kbland.kr/map?complex=29905,https://kbland.kr,,,,652,76,76,0,pipeline_verified,HIGH,official_and_api_verified,2026-09-18,
A10026746,오션브릿지,exclusive_118_89,118.89,86,VERIFIED,KB,KB부동산 단지 시세/평형정보 | https://kbland.kr/map?complex=29905,https://kbland.kr,,,,652,86,86,0,pipeline_verified,HIGH,official_and_api_verified,2026-09-18,
A60106001,한성기린프라자,exclusive_60,60.0,249,VERIFIED,KB,KB부동산 단지 시세/평형정보 | https://kbland.kr/map?complex=5407,https://kbland.kr,,,,547,249,249,0,pipeline_verified,HIGH,official_and_api_verified,2026-09-18,
A60106001,한성기린프라자,exclusive_84_21,84.21,198,VERIFIED,KB,KB부동산 단지 시세/평형정보 | https://kbland.kr/map?complex=5407,https://kbland.kr,,,,547,198,198,0,pipeline_verified,HIGH,official_and_api_verified,2026-09-18,
A60106001,한성기린프라자,exclusive_98_68,98.68,50,VERIFIED,KB,KB부동산 단지 시세/평형정보 | https://kbland.kr/map?complex=5407,https://kbland.kr,,,,547,50,50,0,pipeline_verified,HIGH,official_and_api_verified,2026-09-18,
A60106001,한성기린프라자,exclusive_115_04,115.04,50,VERIFIED,KB,KB부동산 단지 시세/평형정보 | https://kbland.kr/map?complex=5407,https://kbland.kr,,,,547,50,50,0,pipeline_verified,HIGH,official_and_api_verified,2026-09-18,
