kapt_code,kapt_name,final_status,master_included,excluded,pending,verification_source,area_row_count,notes
A61996110,정관동일스위트2차,VERIFIED_MASTER,True,False,False,KB부동산 / 공식자료,6,
A61996114,정관동일스위트3차,VERIFIED_MASTER,True,False,False,KB부동산 / 공식자료,7,
A61996204,정관신도시현진아파트,VERIFIED_MASTER,True,False,False,KB부동산 / 공식자료,6,
A10027503,정관양우내안애,VERIFIED_MASTER,True,False,False,KB부동산 / 공식자료,3,
A61996005,정관신도시롯데캐슬,VERIFIED_MASTER,True,False,False,KB부동산 / 공식자료,7,
A61996107,정관동일스위트1차,VERIFIED_MASTER,True,False,False,KB부동산 / 공식자료,10,
A61996115,정관이진캐스빌,VERIFIED_MASTER,True,False,False,KB부동산 / 공식자료,3,
A61996303,정관신도시 신동아파밀리에,VERIFIED_MASTER,True,False,False,KB부동산 / 공식자료,7,
A61996306,정관한진해모로,VERIFIED_MASTER,True,False,False,KB부동산 / 공식자료,7,
A61996308,정관신도시휴먼시아1단지,EXCLUDED_RENTAL_ONLY,False,True,False,공공/국민임대 공식확인,0,
A10020313,일광동원로얄듀크,EXCLUDED_RENTAL_ONLY,False,True,False,공공/국민임대 공식확인,0,
A10023283,금호센트럴베이 행복주택 일광,EXCLUDED_RENTAL_ONLY,False,True,False,공공/국민임대 공식확인,0,
A10023778,이지더원2차포레온아파트,EXCLUDED_RENTAL_ONLY,False,True,False,공공/국민임대 공식확인,0,
A10023912,일광한신더휴센트럴포레,VERIFIED_MASTER,True,False,False,KB부동산 / 공식자료,5,
A10024606,일광 대성베르힐,VERIFIED_MASTER,True,False,False,KB부동산 / 공식자료,3,
A10024909,일광자이푸르지오 2단지,VERIFIED_MASTER,True,False,False,KB부동산 / 공식자료,7,
A10024919,일광신도시비스타동원1차아파트,VERIFIED_MASTER,True,False,False,KB부동산 / 공식자료,4,
A10024933,일광 이지더원1차오션포레,VERIFIED_MASTER,True,False,False,KB부동산 / 공식자료,2,
A10025042,e편한세상일광아파트,VERIFIED_MASTER,True,False,False,KB부동산 / 공식자료,5,
A10024476,일광신도시 비스타동원2차아파트,VERIFIED_MASTER,True,False,False,KB부동산 / 공식자료,4,
A61987101,고촌휴먼시아,EXCLUDED_RENTAL_ONLY,False,True,False,공공/국민임대 공식확인,0,
